,AugmTitle
506,"'Colic: Horse Owner Knowledge and Experience', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …'"
507,"'Survival after small intestine resection and anastomosis in horses', 'The authors examined factors influencing survival in 140 horses that recovered from anesthesia \nafter small intestinal resection between 1968 and 1986, using Kaplan‐Meier estimated …'"
508,"'End‐to‐end jejuno‐ileal anastomosis following resection of strangulated small intestine in horses: a comparative study', 'Reasons for performing study: Small intestinal resection and anastomosis is a relatively \ncommon procedure in equine surgical practice. This study was designed to test objectively the …'"
509,"'Venous blood lactate evaluation in equine neonatal intensive care', '… Similarly, in a small number of studies about equine colic, blood lactate concentration \nhas proved to be a useful prognostic variable [21], [22], [23], [24]. Additionally, lactate was …'"
510,"'Failure of psyllium mucilloid to hasten evacuation of sand from the equine large intestine', '… Udenberg T: Equine colic associated with sand impaction of the large colon. Can Vet J 20:269-272, \n1979 3. Ford J, Lokai MD: Complications of sand impaction colic. …'"
511,"'[CITATION][C] Equine colic surgery: survey of 37 cases', '[Equine colic surgery: survey of 37 cases] … [Equine colic surgery: survey of 37 cases] [1992] … \n""[Equine colic surgery: survey of 37 cases]""@eng …'"
512,"'[CITATION][C] Private practitioner-based case-control study of management factors associated with equine colic', 'Private practitioner-based case-control study of management factors associated with equine \ncolic … Private practitioner-based case-control study of management factors associated\xa0…'"
513,"'[CITATION][C] [Equine colic surgery: survey of 37 cases].[Danish]', '[Equine colic surgery: survey of 37 cases]. [Danish] … [Equine colic surgery: survey of 37 \ncases]. [Danish] [1992] … ""[Equine colic surgery: survey of 37 cases]. [Danish]""@eng …'"
514,"'[CITATION][C] Some aspects of prognosis in equine colic surgery', 'Some aspects of prognosis in equine colic surgery … Some aspects of prognosis in equine \ncolic surgery [1985] … ""Some aspects of prognosis in equine colic surgery""@eng …'"
515,"'[CITATION][C] Analgesics in the treatment of equine colic', '[Analgesics in the treatment of equine colic] … [Analgesics in the treatment of equine colic] [1989] … \n""[Analgesics in the treatment of equine colic]""@eng …'"
516,"'[CITATION][C] NEW PERSPECTIVES ON EQUINE COLIC AND THE 5TH EQUINE COLIC RESEARCH SYMPOSIUM GEORGIA USA-24-28 SEPTEMBER 1994', ''"
517,"'[CITATION][C] [Diagnosis and treatment of equine colic].[Swedish]', '[Diagnosis and treatment of equine colic]. [Swedish] … [Diagnosis and treatment of equine \ncolic]. [Swedish] [1977] … ""[Diagnosis and treatment of equine colic]. [Swedish]""@eng …'"
518,"'[CITATION][C] Equine colic-regligence and advice regarding diagnostics and therapy', 'Equine colic - regligence and advice regarding diagnostics and therapy … Equine colic - \nregligence and advice regarding diagnostics and therapy [1990] … ""Equine colic\xa0…'"
519,"'[CITATION][C] Investigations of the use of Buscopan (R) for the treatment of equine colic', 'Investigations of the use of Buscopan(R) for the treatment of equine colic … Investigations \nof the use of Buscopan(R) for the treatment of equine colic [1985] … ""Investigations of the\xa0…'"
520,"'Association between hyperglycemia and survival in 228 horses with acute gastrointestinal disease', '… The relationships between variables of interest and equine colic death (yes/no) were \nevaluated using logistic regression. b For continuous variables (age, duration, glucose, heart rate, …'"
521,"'The influence of anticoagulants on the measurement of total protein concentration in equine peritoneal fluid', '… great importance to assess the severity of equine colic. In conjunction with rectal findings and \n… In the context of equine colic, a rapid assessment of TP concentration is needed and thus …'"
522,"'[CITATION][C] Abortion due to equine rhinopneumonitis', ''"
523,"'[HTML][HTML] Acute changes in the colonic microbiota are associated with large intestinal forms of surgical colic', '… Better understanding of how the faecal microbiota changes following laparotomy for \ntreatment of equine colic and the time frame over which the gut microbial recovery/re-population …'"
524,"'[CITATION][C] Development and validation of multivariable models to predict the need for surgery and prognosis in equine colic patients.', 'Development and validation of multivariable models to predict the need for surgery and \nprognosis in equine colic patients. - Abstract - Europe PMC … Development and validation\xa0…'"
525,"'[CITATION][C] Anesthesia and supportive therapy during surgery for equine colic.', 'Anesthesia and supportive therapy during surgery for equine colic. … Anesthesia and \nsupportive therapy during surgery for equine colic. [1981] … ""Anesthesia and supportive\xa0…'"
526,"'Hepatic lobe torsion as a cause of colic in a horse', 'A 14‐year‐old Arabian gelding was examined for colic. An exploratory celiotomy was \nsubsequently performed and the left lobe of the liver was found to be twisted. The lobe was …'"
527,"'[CITATION][C] Prognosis and the necessity for surgery in equine colic', ''"
528,"'[CITATION][C] Diagnostic procedures for evaluating equine colic', 'Diagnostic procedures for evaluating equine colic … Diagnostic procedures for evaluating \nequine colic [1987] … ""Diagnostic procedures for evaluating equine colic""@eng …'"
529,"'[CITATION][C] Medical management of equine colic.', 'Medical management of equine colic. … ""Medical management of equine colic.""@eng … ""Medical \nmanagement of equine colic.""@eng …'"
530,"'Prevalence of intra‐abdominal hypertension in horses with colic', 'Objective To determine an abdominal pressure cutoff value for intra‐abdominal hypertension \n(IAH) in the horse and characterize IAH in horses with acute colic. Design Prospective …'"
531,"'[CITATION][C] Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with special reference to prognoses in cases of equine colic', 'Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with \nspecial reference to prognoses in cases of equine colic … Studies on the clinical usefulness\xa0…'"
532,"""Aspiration pneumonitis (Mendelson's syndrome) as perianaesthetic complication occurring in two horses: A case report"", '… Aspiration pneumonitis should be regarded as a life-threatening, although rare, perianaesthetic \ncomplication in equine colic cases. Patency of the cardia and increased intra-abdominal …'"
533,"'Serosal adhesions‐the next hurdle in colic surgery', '“The story for all these substances has been very much the same: initial enthusiasm, often \nactual use in clinical cases, then further investigations which showed either no effect at all or …'"
534,"'[PDF][PDF] Retrospective Study on Incidence of Equine Affections Reported at Veterinary Clinical Complex, Anand, Gujarat, India', '… Equine colic could be divided into two major types according to its origin medically managed \nor surgical colic depending on severity of pain and involvement of system (Morwal et al., …'"
535,"'Prognostic value of blood lactate, blood glucose, and hematocrit in canine babesiosis', '… Blood lactate measurement has been shown to be of prognostic value in equine colic,24–30 \nand horses with the highest lactate concentrations had the highest mortality rates. …'"
536,"'Identification of tumour necrosis factor in the blood and peritoneal fluid of horses with colic', 'Tumour necrosis factor was detected both in the blood and peritoneal fluid of 14 horses with \nvarious types of gastrointestinal obstruction. In comparison, tumour necrosis factor was not …'"
537,"'Equine cestodosis: a sero-epidemiological study of Anoplocephala perfoliata infection in Ethiopia', 'A 12/13 kDa antigen, tapeworm ELISA test, developed for use in horses, was used to detect \nparasite-specific serum antibody, IgG(T), in the serum of donkeys. In a pilot study the 12/13 …'"
538,"'[CITATION][C] Identification of endotoxin in equine colic patients: a preliminary study', 'Identification of endotoxin in equine colic patients: a preliminary study … Identification of \nendotoxin in equine colic patients: a preliminary study [1992] … ""Identification of endotoxin\xa0…'"
539,"'[CITATION][C] NA (1986) Incidence of equine colic in the University of Georgia Ambulatory practice', ''"
540,"'Factors associated with survival of epiploic foramen entrapment colic: a multicentre, international study', 'Reasons for performing study: Epiploic foramen entrapment (EFE) has been associated \nwith reduced post operative survival compared to other types of colic but specific factors …'"
541,"'Hematological and biochemical changes in horses with colic in Nairobi county, Kenya.', '… Clinical evaluation of blood lactate levels in equine colic. … Prognosis in equine colic. a \ncomparative study of variables … Mortality rates and associated factors in equine colic operations - a …'"
542,"'Ultrasonographic evaluation of the healing of ventral midline abdominal incisions in the horse', 'Ultrasonography was used to evaluate the ventral midline incisions of 21 ponies following \nexploratory laparotomy. The incisions were evaluated before surgery and at weekly intervals …'"
543,"'A topographic anatomical study of the equine epiploic foramen and comparison with laparoscopic visualisation', '… The epiploic foramen is an important structure in aetiology of equine colic because of the \nhigh prevalence of intestinal epiploic foramen entrapment (EFE) 1, 2. The lack of …'"
544,"'Functional morphology of the equine pelvic flexure and its role in disease. A review', '… colonic rete protects against arterial obstructions caused by Strongylus vulgaris larvae migration, \nwhich is a risk factor for equine colic. … Proceedings Equine Colic Research Symposium, …'"
545,"'Packed cell volume and heart rate to predict medical and surgical cases and their short-term survival in horses with gastrointestinal-induced colic.', 'The objective of this prospective case-control study of 125 horses with gastrointestinal tract-induced \ncolic was to determine whether heart rate (HR) and packed cell volume (PCV) can …'"
546,"'[PDF][PDF] Retrospective evaluation of treatment of horses with colic over a period of 15 years', '… colic horses and although it is unlikely that a single factor can be found that will accurately \npredict survival in all cases, various parameters have been linked to prognosis in equine colic …'"
547,"'[CITATION][C] Management of pain and shock in equine colic', 'Management of pain and shock in equine colic … Management of pain and shock in equine \ncolic [1985] … ""Management of pain and shock in equine colic""@eng …'"
548,"'Management of Mild Colic', '… Other NSAIDs have not gained widespread clinical use for managing equine colic patients. \n… 29 The clinical importance of these findings and application to the equine colic patient is yet …'"
549,"'Interpreting abdominal fluid in colic horses: Understanding and applying peritoneal fluid evidence', '… Abdominal fluidinterpretation has become central to the triage and management of challenging \nequine colic patients. In the authors’ opinion, rectal examination and abdominocentesis …'"
550,"'Colic after swimming exercise in racehorses: An investigation of incidence, management, surgical findings and outcome', 'The incidence of colic following swimming exercise (SC) in a racehorse population examined \nover 3 years was 0.08%. Following 167,977 swims, 136 cases were reported. Colic …'"
551,"'Acute‐phase proteins as diagnostic markers in horses with colic', '… Because of the acute nature of equine colic and the need for rapid decision making, a \nbiomarker will only be useful diagnostically if the analysis can be performed on a single sample …'"
552,"'[HTML][HTML] A microbiological map of the healthy equine gastrointestinal tract', '… Considering the high incidence of these conditions in conjunction with the considerable \nexpense of treating horses, the total annual economic impact of equine colic in the US was …'"
553,"'Effects of various diets on gastric tone in the proximal portion of the stomach of horses', 'Objective —To assess gastric tone in the proximal portion of the stomach in horses during \nand after ingestion of 4 diets (2 diets of grain and 2 diets of hay). Animals —6 adult horses. …'"
554,"'Differential survival in horses requiring end‐to‐end jejunojejunal anastomosis compared to those requiring side‐to‐side jejunocaecal anastomosis', '… methods of intestinal anastomosis during equine colic surgery may have differences in … \n) Pre-operative and anaesthesia-related risk factors for mortality in equine colic cases. Vet. J. …'"
555,"'Evaluation of plasmatic procalcitonin in healthy, and in systemic inflammatory response syndrome (sirs) negative or positive colic horses', '… research field for veterinary diseases, including equine colic. Due to the promising results \n… biomarker for assessing the severity of equine colic and for recognizing the SIRS status of …'"
556,"'[PDF][PDF] Study on prevalence and risk factors associated with colic in horses', '… Equine colic is a significant problem and the most common cause of death. It is a multifactorial \nand complex disorder. It ranges from a harmless temporary large intestine impaction to …'"
557,"'Survey of equine nutrition: perceptions and practices of veterinarians in Georgia, USA', 'Equine nutrition plays a critical role in equine health. The veterinarian is an expected major \nsource of equine nutrition information, yet little evidence exists to evaluate this assumed role, …'"
558,"'Clinical and ultrasonographic evaluation of three suture techniques for closure of the equine linea alba', '… resulted in a smaller linea alba width compared with the conventional continuous suture \ntechnique and might therefore be preferred for closure of the linea alba in equine colic surgery. …'"
559,"'A computer‐derived protocol to aid in selecting medical versus surgical treatment of horses with abdominal pain', '… The prevalence of equine colic in private practice has been reported to range from 7 10 9 \nper cent (Rollins and Clement 1979: Foreman and White 1986). Prognosis of horses affected …'"
560,"'Review of gastric rupture in the horse', '… Gastrointestinal rupture is an important cause and complication of equine colic. The \nstomach is the most commonly affected segment in the gastrointestinal tract involved in …'"
561,"'Assessment of agreement using the equine glandular gastric disease grading system in 84 cases', '… The Eleventh International Equine Colic Research Symposium, July 7– 10, 2014 in Dublin, \n… The Eleventh International Equine Colic Research Symposium, July 7–10, 2014 in Dublin, …'"
562,"'[PDF][PDF] The Use of Traditional Chinese Veterinary Medicine; Dry Needle Acupuncture Integrated with Conventional Veterinary Medicine for Impaction Colic Treatment\xa0…', ""… Er-ding was an acupoint which was traditionally used for equine colic treatment. The CV-12, \nknown as 'alarmpoint' for the stomach, could exhibit visceral analgesic effect. A 1.5-inch dry …"""
563,"'[CITATION][C] Epidemiology and etiology of colic', ''"
564,"'Antithrombin III (ATIII) activity in plasmas from normal and diseased horses, and in normal canine, bovine and human plasmas', '… Johnstone IB Coagulation Abnormalities in Cases of Equine Colic. Abst. 2nd … Johnstone \nIB: Prognostic Value of Hemostatic Testing in Equine Colic. Abst. 2nd Equine Colic Research …'"
565,"'학술 1-Equine Colic Shock Pathogenesis 와 Hydration', '학술 1 - Equine Colic Shock Pathogenesis와 Hydration - 대한수의사회지 - 대한수의사회 : \n논문 - DBpia … 학술 3 - Internal treatment for Equine Colic … 학술 1 - Equine Colic Shock\xa0…'"
566,"'Enhancing medical expert systems with knowledge obtained from statistical data', '… The application of these methods to the domain of equine colic are discussed and initial … \nof these authors on the prototype domain of equine colic. The data sets available for statistical …'"
567,"'[PDF][PDF] ASPECTS OF EQUINE FEEDING BEHAVIOR AND FOOD CONSUMPTION', '… A few causes have been identified for the acceleration of food consumption, which can \nimplicitly contribute to the development of equine colic. …'"
568,"'Determination of the source of increased serotonin (5‐HT) concentrations in blood and peritoneal fluid of colic horses with compromised bowel', 'Reasons for performing study: Increased plasma (5‐HT) concentrations are reported in horses \npredisposed to develop laminitis and after iv infusion of endotoxins. In the equine jejunum …'"
569,"'Abdominal Radiographic Examination', 'Abdominal radiography in the horse is a useful ancillary diagnostic test for colic workup. \nThis noninvasive test can be utilized to aid in the identification of the underlying cause and …'"
570,"'[PDF][PDF] Refinement and revalidation of the Equine Acute Abdominal Pain Scale (EAAPS)', 'Assessment of pain is vital for colic treatment. The purpose of this study was to revalidate a \nrefined version of the behaviour-based Equine Acute Abdominal Pain Scale (EAAPS). Based …'"
571,"'Animal Model of Video-Assisted Cecum and Ileum Instrumentation for Equine Visceral Pain Study', 'This study aimed to describe an animal model for studying equine visceral pain using minimally \ninvasive and video-assisted cecum and ileum instrumentation. The access to the cecum …'"
572,"'Effects of diet and feeding on postprandial serum gastrin and insulin concentrations in adult horses', 'Gastrin is the only hormone known to stimulate secretion of hydrochloric acid. It also has \ntrophic effects on specific parts of the mucosa of the gastrointestinal tract. Using …'"
573,"'[HTML][HTML] Development of a Colic Scoring System to Predict Outcome in Horses', 'Acute abdominal pain in the horse is a common emergency presenting to equine practices. \nThe wide variety of etiologies makes prognosticating survival a challenge. A retrospective-…'"
574,"'Investigation of plasma cell-free DNA as a potential biomarker in horses', '… Cell-free DNA has not been investigated as a biomarker for equine colic, to our knowledge. \nWe hypothesized that cfDNA could be measured accurately in neat equine plasma using a …'"
575,"'Duodenal obstruction associated with persimmon fruit ingestion by two horses', '… Equine colic has been defined as those diseases in the horse which cause abdominal \npain. 2 The incidence of colic is quite high, with most horses manifesting clinical signs sometime …'"
576,"'Haemato-biochemical parameters as prognostic indicators in elephant colic', 'Haemato-biochemical parameters were found to be useful prognostic indicators in assessing \nthe severity of colic. Significant increase in packed cell volume (PCV), leucocytosis, …'"
577,"'Colic in the British military working horse population: a retrospective analysis', '… This is accentuated when considering equine colic studies where data may be gathered \nfrom owners, primary care vets, referral hospitals or insurance statistics, and the study …'"
578,"'[PDF][PDF] Ischemia in equine intestine–mechanisms of injury and methods of treatment', '… Despite many years of investigation, the clinical relevance of I/R in equine colic patients \nis unknown. Experimental design, types and durations of I/R, differences between intestinal …'"
579,"'Black walnut (Juglans nigra) toxicosis: a model for equine laminitis', 'Twelve light horse geldings developed laminitis within 8 to 12 h of being dosed by nasogastric \ntube with an aqueous extract of black walnut (Juglans nigra). Four of the 12 horses …'"
580,"'Effects of preoperative administration of hypertonic saline or pentastarch solution on hematologic variables and long-term survival of surgically managed horses with\xa0…', '… Prognosis in equine colic: a comparative study of variables used to assess individual \ncases. … Study of variables commonly used in examination of equine colic cases to assess …'"
581,"'The role of cyclooxygenase inhibitors in repair of ischaemic‐injured jejunal mucosa in the horse', 'Cyclooxygenase inhibitors are administered to horses to prevent endotoxin‐induced \nelaboration of prostaglandins. However, PGE 2 and PGI 2 stimulate repair of injured intestine. …'"
582,"'A comparison of N-butylscopolammonium bromide and butorphanol tartrate for analgesia using a balloon model of abdominal pain in ponies.', '… more than 20 y in the management of some types of equine colic (2). In a recent study, under \n… It has been successfully used in the management of equine colic (3,4,5) and was used as a …'"
583,"'Effect of omeprazole paste on intragastric pH in clinically normal neonatal foals', 'Objective —To evaluate the efficacy of omeprazole paste, a commonly used antiulcer drug, \non intragastric pH in clinically normal neonatal foals. Animals —6 clinically normal foals …'"
584,"'Comparison of ischemic and reperfusion injury of the equine jejunal mucosa: evaluation of three treatments.', '… Intestinal ischemic injury accounts for an 80% mortality rate in cases of equine colic involving \na strangulation obstruction. This study compared the severity of microscopic mucosal injury …'"
585,"'[CITATION][C] Coagulation abnormalities in cases of equine colic', ''"
586,"'Blood gas analysis in Mangalarga Marchador horses with colic', '… An increase in the hematocrit may occur in cases of equine colic syndrome as a result of \nhemoconcentration, dehydration and shock (14). Datt and Usenik (18) found significant …'"
587,"'The use of SIFT-MS in profiling the faecal volatile metabolome in horses with colic: A pilot study', '… has indicated that there are significant differences in the concentrations of acetone, ammonia, \nmethanol and methanol between the two groups; potential biomarkers for equine colic. …'"
588,"'[CITATION][C] Prognosis in equine colic', ''"
589,"'Bacterial translocation in horses with colic and the potential association with surgical site infection: a pilot study', '… Surgical site infection (SSI) is one of the most frequent morbidities that can develop \nfollowing emergency exploratory laparotomy for the treatment of equine colic. SSIs result in …'"
590,"'[CITATION][C] Practical assessment of the circulatory status of equine colic cases', 'Practical assessment of the circulatory status of equine colic cases … Practical assessment \nof the circulatory status of equine colic cases [1986] … ""Practical assessment of the\xa0…'"
591,"'Diagnostic approach to colic', '… Development of a colic severity score for predicting the outcome of equine colic. Vet Surg, 24, \n97… Evaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …'"
592,"'Neuro-fuzzy approach versus rough-set inspired methodology for intelligent decision support', '… comparative analysis of both proposed methodologies (and two others) applied to: (a) the \nproblem of selecting surgical and non-surgical cases in the veterinary domain of equine colic, (…'"
593,"'Management of simple obstructive colic in an Arabian horse', '… Equine colic- the decision of surgery. Equine Veterinary Education 3: 19-23. 3. … Equine \ncolic –to refer or not to refer. In: Practice14: 134-141. 4. …'"
594,"'Plasma colloid osmotic pressure and total protein in horses during colic surgery', '… Evaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic … \nPrognosis in equine colic: a study of individual variables used in case assessment …'"
595,"'Examination of the equine patient with gastrointestinal emergency', '… White N: Review of risk factors for equine colic: How much do we know? In Proceedings of \nthe 39th Annual Convention of the American Association of Equine Practitioners, San Antonio…'"
596,"'The activity of closantel as an equine antiparasitic agent', '… These larvae cause severe pathological disturbances in the cranial mesenteric artery \nwhich may be responsible for 90% of equine colic (Kester, 1975). …'"
597,"'Interval prevalence of and factors associated with colic in horses hospitalized for ocular or orthopedic disease', 'OBJECTIVE To determine interval (1-year) prevalence of and factors associated with colic \nin horses hospitalized for ocular or orthopedic disease. DESIGN Cross-sectional study. …'"
598,"'Perioperative antibiotics prophylaxis in equine surgical colic patients-are we doing the right thing?', 'We may also use digital footprint connection information such as your IP address and other \ntechnical identifiers, to collect usage data, click stream data, and information about the pages …'"
599,"'[CITATION][C] The role of parasites in equine colic', 'Colic is a major cause of morbidity and mortality in the horse. One recent study reported \ncolic as the single most important cause of death in the population of horses under scrutiny (…'"
600,"'Effect of Dietary Corn Oil Supplementation on Equine Gastric Fluid Acid, Sodium, and Prostaglandin E2 Content before and during Pentagastrin Infusion', 'The effect of corn oil (approximately 60% [wt/vol] linoleic acid) dietary supplementation on \nvarious components of equine gastric secretion was studied by use of a repeated‐measures …'"
601,"'[CITATION][C] EQUINE COLIC', ''"
602,"'Prognostic indicators for horses with duodenitis‐proximal jejunitis 75 horses (1985–1989)', '… Proceed Equine Colic Res Symp 1982; 1 19- 124. 3. Tyler DE, White NA, Blackwell RB, \net al… Proceed Equine Colic Res Symp 1982; 197-199. Huskamp B. Diagnosis of …'"
603,"'[CITATION][C] Clinical Audit, and the Potential Value of a Database of Equine Colic Surgery', ''"
604,"'[HTML][HTML] Long-term follow-up on recovery, return to use and sporting activity: a retrospective study of 236 operated colic horses in Finland (2006–2012)', 'Surgical treatment of colic is expensive and complications may occur. Information on the \nprognosis and the use of the horse after surgery for colic is important for surgeons and owners. …'"
605,"'[CITATION][C] Equine colic and postoperative ileus: a global study of the veterinary care continuum and proposals for enhanced clinical management strategies', 'Equine colic and postoperative ileus: a global study of the veterinary care continuum and \nproposals for enhanced clinical management strategies … Equine colic and postoperative\xa0…'"
606,"'Surgical reduction of ileal impactions in the horse: 28 cases', '… Kersjes AW, Bras GE, Nemeth F, et al: Results of operative treatment of equine colic with \nspecial reference to surgery of the ileum. Vet Q 10:17-25, 1988 3. Stashak TS: Clinical …'"
607,"'[PDF][PDF] How to Manage Severe Colic in the Field', 'Criteria for referral to a hospital and for surgical intervention for horses with colic have been \nwell established. However, the focus of this presentation is different and has been imposed …'"
608,"'Investigating the Normal Management Regimens of Working Equids and Identifying Barriers to the Recognition and Treatment of Colic by Owners in M orocco', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …'"
609,"'[CITATION][C] Fifth Equine Colic Research Symposium: September 26-28, 1994, Center for Continuing Education, The University of Georgia', ''"
610,"'A retrospective study of gastrointestinal disorders in a predominantly Austrian leisure horse referral hospital population', 'The aim of our retrospective study was to produce and analyse epidemiological data on \ngastrointestinal (GI) disorders of Austrian leisure horses. Case records of horses referred to the …'"
611,"""Indicators of 'critical'outcomes in 941 horses seen 'out‐of‐hours' for colic"", '… However, a proportion of equine colic cases are critical, with a more complex or severe \nunderlying pathological process. Prognosis of critical cases of equine colic is influenced by early, …'"
612,"'[CITATION][C] TREATMENT OF EQUINE COLIC', 'TREATMENT OF EQUINE COLIC - RAINEY - 1952 - Australian Veterinary Journal - Wiley \nOnline Library …'"
613,"'[CITATION][C] Strangulation obstruction of the small intestine in horse', ''"
614,"'[BOOK][B] Equine endotoxemia: characterization and treatment', '… Intestinal ischemia associated with equine colic, peracute Salmonella enteritis and acute \nlaminitis are presumed to be complicated or initiated by the development of endotoxemia. The …'"
615,"'Serum alkaline phosphatase, aspartate aminotransferase and gamma glutamyltransferase levels in the prognosis of horses with colic', 'After elinical examination the blood samples were obtained from twenty five horses with colic \nand all of them were treated medically. Comprasion of these animals with twenty clinically …'"
616,"'Managing Salmonella in equine populations', 'Congregating animals from multiple sources, as occurs at veterinary hospitals, racetracks, \nequestrian events, and boarding and training facilities, increases the risk for transmission of …'"
617,"'An overview of infection control strategies for equine facilities, with an emphasis on veterinary hospitals', '… Factors associated with Salmonella shedding among equine colic patients at a veterinary … \nFactors associated with Salmonella shedding among equine colic patients at a veterinary …'"
618,"'Short‐and long‐term survival and prevalence of postoperative ileus after small intestinal surgery in the horse', '… EQUINE COLIC I1 … , EC (1988) Results of operative treatment of equine colic with special \nreference to surgery … (1983) Mortality rates and associated factors in equine colic operations - a …'"
619,"'[HTML][HTML] Experimental crossover study on the effects of withholding feed for 24 h on the equine faecal bacterial microbiota in healthy mares', '… While application of this information directly to equine colic may still be premature, these \nfindings suggest that for colic patients with signs shorter than 10 h, changes in bacterial richness…'"
620,"'[CITATION][C] Current use of analgesics for equine colic', ''"
621,"'In vitro comparison of three suture techniques for anastomosis of the equine small intestine', 'Reasons for performing study: The equine small intestine can be affected by a variety of \ndisorders that may require some form of bypass or anastomosis. Many suture patterns have …'"
622,"'[PDF][PDF] Evaluation of the Colic in', '… A two year, prospective survey of equine colic in general practice. Equine Vet J 1992;24:90–… \nEvaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …'"
623,"'[HTML][HTML] Parallel alternating sliding knots are effective for ligation of mesenteric arteries during resection and anastomosis of the equine jejunum', 'In literature only one article describes and compares methods of achieving hemostasis in \nequine mesenteric arteries during jejunal resection and anastomosis, and most textbooks favor …'"
624,"'[PDF][PDF] Plexiform Schwannoma in the Duodenum of a Horse with Recurrent Colic', '… Conclusion: Although uncommon, spindle cell tumors should be considered in cases of \nrecurrent equine colic after more common causes have been excluded. Immunohistochemistry is …'"
625,"'Morphopathology of mesenteric arteries in horse having endotoxemia-related colic', 'Endotoxemia has been detected frequently in equine colic (King and Gerring, 1988). The \ntoxin being released from mesenteric arteries could cause tissue ischemia, arteriospasm and …'"
626,"'Effect of feed deprivation on daily water consumption in healthy horses', '… Island Whirl Equine Colic Research Laboratory, Department of Large Animal Clinical Sciences, \n… The study was supported by the Island Whirl Equine Colic Research Grant, University of …'"
627,"""Referral for colic surgery—preparing the client for what's involved"", 'This article looks to provide information that enables to referring veterinarian to help the client \nmake the decision as to whether or not to proceed with colic surgery. It is important that the …'"
628,"'Subsequent colic syndrome due to perirectal abscess in an equine model–Case report', 'Colic is the most frequent syndrome of equine digestive system, and impaction is the most \ncommon disease among its many etiologies. The small colon can suffer with intraluminal or …'"
629,"'[CITATION][C] When equine colic calls for surgical intervention', 'When equine colic calls for surgical intervention … When equine colic calls for surgical \nintervention [1987] … ""When equine colic calls for surgical intervention""@eng …'"
630,"'Molecular diagnosis and equine parasitology', '… Various types of equine colic have also been attributed to the presence of large numbers of \nmucosal larvae (Uhlinger, 1990, Mair and Pearson, 1995, Murphy and Love, 1997, Mair et al.…'"
631,"""The veterinary nurse's role in nursing an equine surgical colic patient"", 'The nurse’s role is critical in the pre-operative, peri-operative and post-operative period in \nsurgical colic patients, due to colic being a major cause of morbidity and mortality in horses. …'"
632,"'Retrospective evaluation of repeat celiotomy in 53 horses with acute gastrointestinal disease', '… A study of variables commonly used in examination of equine colic cases … Results of operatiLe \ntreatment of equine colic with special … Mortality rates and associated factors in equine colic …'"
633,"'The determination of alkaline phosphatase activity and analysis with a portable clinical analyzer of serum and peritoneal fluid from horses suffering colic', '… Electrolyte disturbances are not well described factors in equine colic but are seen in … \nPrognosis in equine colic: A study of individual variables used in case assessment. Eq Vet J …'"
634,"'[PDF][PDF] Gastric Rupture in A Horse (Bir Atta Mide Rupturu)', '… The cause of the equine colic is divided into two major categories (gastrointestinal and \nnon-gastro intestinal) 1. The stomach of the horse may undergo pathological changes of its wall …'"
635,"'Decision for Surgery and Referral', 'Determining the need for surgery in a horse with colic is often an emergency. Although the \ndecision is best based on a diagnosis, it is not always possible for a specific diagnosis to be …'"
636,"'Time trends of blood leucocytes, neutrophils and plasmatic myeloperoxidase in the perioperative period of horses undergoing colic surgery.', 'Objectives: The aim of this study was 1) to determine the time trends of blood leukocyte and \nneutrophil counts as well as of plasmatic MPO concentrations in the perioperative period of …'"
637,"'[CITATION][C] Journal of Equine Veterinary Science', ''"
638,"'Adaptive response of equine intestinal Na+/glucose co-transporter (SGLT1) to an increase in dietary soluble carbohydrate', 'Experimental and epidemiological evidence suggests that consumption of hydrolyzable \ncarbohydrate, hCHO (grain), by horses is an important risk factor for colic, a common cause of …'"
639,"'Effect of GastroGard and three compounded oral omeprazole preparations on 24 h intragastric pH in gastrically cannulated mature horses', 'The authors of this study are affiliated with the Island Whirl Equine Colic Research Laboratory, \nCollege of Veterinary Medicine, University of Florida, Gainesville, Florida. Their goal was …'"
640,"'A computer-derived protocol using recursive partitioning to aid in estimating prognosis of horses with abdominal pain in referral hospitals.', '… prognosis in equine colic. Equine Vet J 1977; 9: 202-204. 7. … used in examination of equine \ncolic patients to assess their … A2 as a prognostic variable in equine colic. Proceedings 2nd …'"
641,"'Maximising the impact of evidence-based medicine on equine health and welfare', '… Educational colic resources for horse owners (‘REACT’) were collaboratively developed \nand disseminated by Nottingham Equine Colic Project (including the author of the thesis) and …'"
642,"'Surgical and postoperative factors influencing short‐term survival of horses following small intestinal resection: 92 cases (1994–2001)', 'Although short‐term survival rates following small intestinal resection reportedly range from \n48–88%, there is little information on predicting which horse may or may not survive small …'"
643,"'Potential role of Clostridium difficile as a cause of duodenitis-proximal jejunitis in horses', 'Duodenitis-proximal jejunitis (DPJ) is an idiopathic condition in the horse characterized by \ninflammation and oedema of the duodenum and proximal jejunum. Clinical signs include colic…'"
