Title,TruncAbstr,AugmTitle,Info
Systematic review of treatments for infant colic,"Garrison and Christakis 1 justify their systematic review by pointing at some presumed 
methodologic shortcomings of our systematic review, published in 1998. 2 In fact, the conclusion …","('Systematic review of treatments for infant colic', 'Garrison and Christakis 1 justify their systematic review by pointing at some presumed \nmethodologic shortcomings of our systematic review, published in 1998. 2 In fact, the conclusion …')","PLBJ Lucassen, WJJ Assendelft - Pediatrics, 2001 - publications.aap.org"
Infant colic—what works: a systematic review of interventions for breast-fed infants,"… The term “infant colic” is often used by health care professionals … Persistent infant colic can 
contribute to parental fatigue and … Infant colic has been the subject of many investigations, and …","('Infant colic—what works: a systematic review of interventions for breast-fed infants', '… The term “infant colic” is often used by health care professionals … Persistent infant colic can \ncontribute to parental fatigue and … Infant colic has been the subject of many investigations, and …')","T Harb, M Matsuyama, M David… - Journal of Pediatric …, 2016 - journals.lww.com"
Improvement of symptoms in infant colic following reduction of lactose load with lactase,"… This model lends itself to a simple treatment algorithm for infant colic as follows: … Our 
study was designed to screen the efficacy of lactose load reduction in infant colic at the primary …","('Improvement of symptoms in infant colic following reduction of lactose load with lactase', '… This model lends itself to a simple treatment algorithm for infant colic as follows: … Our \nstudy was designed to screen the efficacy of lactose load reduction in infant colic at the primary …')","D Kanabar, M Randhawa… - Journal of Human …, 2001 - Wiley Online Library"
"[HTML][HTML] Treating infant colic with the probiotic Lactobacillus reuteri: double blind, placebo controlled randomised trial","… We recruited healthy term infants less than 13 weeks of age with infant colic, defined by 
modified Wessel’s criteria of crying or fussing for three hours or more a day for three days or …","('[HTML][HTML] Treating infant colic with the probiotic Lactobacillus reuteri: double blind, placebo controlled randomised trial', '… We recruited healthy term infants less than 13 weeks of age with infant colic, defined by \nmodified Wessel’s criteria of crying or fussing for three hours or more a day for three days or …')","V Sung, H Hiscock, MLK Tang, FK Mensah, ML Nation… - Bmj, 2014 - bmj.com"
Evaluation of the effect of a fiber-enriched formula on infant colic,"Because infants with colic appear to have abdominal pain similar to that of adults with irritable 
bowel syndrome, who may benefit from the addition of fiber to their diet, we tested whether …","('Evaluation of the effect of a fiber-enriched formula on infant colic', 'Because infants with colic appear to have abdominal pain similar to that of adults with irritable \nbowel syndrome, who may benefit from the addition of fiber to their diet, we tested whether …')","WR Treem, JS Hyams, E Blankschen, N Etienne… - The Journal of …, 1991 - Elsevier"
Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects on maternal mental health,"… This study represents an important contribution to furthering society's understanding of infant 
colic. Parents can be reassured that, for most infants, colic is confined to the first 3 months …","('Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects on maternal mental health', ""… This study represents an important contribution to furthering society's understanding of infant \ncolic. Parents can be reassured that, for most infants, colic is confined to the first 3 months …"")","TJ Clifford, MK Campbell, KN Speechley… - … of pediatrics & …, 2002 - jamanetwork.com"
The relationship between migraine and infant colic: a systematic review and meta-analysis,"… In this meta-analysis, infant colic was associated with increased odds of migraine. If infant 
colic is a migrainous disorder, this would have important implications for treatment. The main …","('The relationship between migraine and infant colic: a systematic review and meta-analysis', '… In this meta-analysis, infant colic was associated with increased odds of migraine. If infant \ncolic is a migrainous disorder, this would have important implications for treatment. The main …')","AA Gelfand, PJ Goadsby, IE Allen - Cephalalgia, 2015 - journals.sagepub.com"
Before the headache: infant colic as an early life expression of migraine,"Objective: Childhood periodic syndromes are thought to be early life expressions of the 
genetic tendency for migraine. The objective of this study was to determine whether maternal …","('Before the headache: infant colic as an early life expression of migraine', 'Objective: Childhood periodic syndromes are thought to be early life expressions of the \ngenetic tendency for migraine. The objective of this study was to determine whether maternal …')","AA Gelfand, KC Thomas, PJ Goadsby - Neurology, 2012 - AAN Enterprises"
"Acupuncture reduces crying in infants with infantile colic: a randomised, controlled, blind clinical study","Objective To investigate whether acupuncture reduces the duration and intensity of crying in 
infants with colic. Patients and methods 90 otherwise healthy infants, 2–8 weeks old, with …","('Acupuncture reduces crying in infants with infantile colic: a randomised, controlled, blind clinical study', 'Objective To investigate whether acupuncture reduces the duration and intensity of crying in \ninfants with colic. Patients and methods 90 otherwise healthy infants, 2–8 weeks old, with …')","K Landgren, N Kvorning… - Acupuncture in …, 2010 - journals.sagepub.com"
Infantile Colic,"… Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects 
on maternal mental health. [published erratum appears in Arch Pediatr Adolesc Med 2003;…","('Infantile Colic', '… Sequelae of infant colic: evidence of transient infant distress and absence of lasting effects \non maternal mental health. [published erratum appears in Arch Pediatr Adolesc Med 2003;…')","DM Roberts, M Ostapchuk - South African Family Practice, 2007 - ajol.info"
[HTML][HTML] The effect of chiropractic care on infantile colic: Results from a single-blind randomised controlled trial,"Chiropractic care is commonly used to treat infantile colic. However large trials with parental 
blinding are missing. Therefore, the purpose of this study is to evaluate the effect of …","('[HTML][HTML] The effect of chiropractic care on infantile colic: Results from a single-blind randomised controlled trial', 'Chiropractic care is commonly used to treat infantile colic. However large trials with parental \nblinding are missing. Therefore, the purpose of this study is to evaluate the effect of …')","LV Holm, DE Jarbøl, HW Christensen… - Chiropractic & manual …, 2021 - Springer"
Anticholinergic poisoning in colicky infants treated with hyoscyamine sulfate,"… cases emphasize the need for a heightened awareness by emergency physicians and 
pediatricians of possible anticholinergic toxicity caused by the use of hyoscyamine for infant colic. …","('Anticholinergic poisoning in colicky infants treated with hyoscyamine sulfate', '… cases emphasize the need for a heightened awareness by emergency physicians and \npediatricians of possible anticholinergic toxicity caused by the use of hyoscyamine for infant colic. …')","JH Myers, D Moro-Sutherland, JE Shook - The American journal of …, 1997 - Elsevier"
Paternal depressive symptoms during pregnancy are related to excessive infant crying,"… Systematic review of treatments for infant colic. … A systematic review of treatments for 
infant colic. … A systematic review of treatments for infant colic. …","('Paternal depressive symptoms during pregnancy are related to excessive infant crying', '… Systematic review of treatments for infant colic. … A systematic review of treatments for \ninfant colic. … A systematic review of treatments for infant colic. …')","MP van den Berg, J van der Ende, AAM Crijnen… - …, 2009 - publications.aap.org"
"Correlation between infantile colic and maternal breastfeeding self-efficacy, breastfeeding success and breast milk amount","Aim The study was conducted to determine the correlation between infantile colic and maternal 
breastfeeding self-efficacy, breastfeeding success and breast milk amount. Materials and …","('Correlation between infantile colic and maternal breastfeeding self-efficacy, breastfeeding success and breast milk amount', 'Aim The study was conducted to determine the correlation between infantile colic and maternal \nbreastfeeding self-efficacy, breastfeeding success and breast milk amount. Materials and …')","S Aktaş, D Küçük Alemdar - Journal of Tropical Pediatrics, 2019 - academic.oup.com"
[PDF][PDF] Guidelines for the use of infant formulas to treat cows milk protein allergy: an Australian consensus panel opinion,"… The mechanisms of infant colic are poorly understood. Colic is not mediated by IgE, and the 
role of dietary factors is controversial. Persistent crying is a common problem that may affect …","('[PDF][PDF] Guidelines for the use of infant formulas to treat cows milk protein allergy: an Australian consensus panel opinion', '… The mechanisms of infant colic are poorly understood. Colic is not mediated by IgE, and the \nrole of dietary factors is controversial. Persistent crying is a common problem that may affect …')","AS Kemp, DJ Hill, KJ Allen, K Anderson… - Medical journal of …, 2008 - staging.mja.com.au"
[HTML][HTML] The effect of two different swinging methods upon colic and crying durations among the infants,"… The infant colic scale The Infant Colic Scale is used to diagnose colic and to determine … 
The Infant Colic Scale items are evaluated on a 6-point Likert-type scale. The responses range …","('[HTML][HTML] The effect of two different swinging methods upon colic and crying durations among the infants', '… The infant colic scale The Infant Colic Scale is used to diagnose colic and to determine … \nThe Infant Colic Scale items are evaluated on a 6-point Likert-type scale. The responses range …')","G Yilmaz, D Arikan - Indian Journal of Pain, 2015 - indianjpain.org"
Effectiveness of massage therapy for treatment of infantile colic,"Background: To compare modes of administration of massage therapy for management of 
infantile colic. Methods: This prospective study included exclusively breast fed infants less …","('Effectiveness of massage therapy for treatment of infantile colic', 'Background: To compare modes of administration of massage therapy for management of \ninfantile colic. Methods: This prospective study included exclusively breast fed infants less …')","M Saleem - Journal of Rawalpindi Medical College, 2013 - journalrmc.com"
Introduction to qualitative research,"… A hermeneutic phenomenological study of infant colic is described as an example of 
qualitative research useful in gastroenterology nursing. Finally, suggested criteria for evaluating a …","('Introduction to qualitative research', '… A hermeneutic phenomenological study of infant colic is described as an example of \nqualitative research useful in gastroenterology nursing. Finally, suggested criteria for evaluating a …')","MLC Ellett, CC Beausang - Gastroenterology Nursing, 2002 - journals.lww.com"
Infant colic: empirical evidence of the absence of an association with source of early infant nutrition,"… INFANT COLIC remains enigmatic, despite its long history and its relatively frequent 
occurrence. While apparently innocuous, an infant's colic can prompt lasting parental distress. The …","('Infant colic: empirical evidence of the absence of an association with source of early infant nutrition', ""… INFANT COLIC remains enigmatic, despite its long history and its relatively frequent \noccurrence. While apparently innocuous, an infant's colic can prompt lasting parental distress. The …"")","TJ Clifford, MK Campbell, KN Speechley… - … of pediatrics & …, 2002 - jamanetwork.com"
Use of sucrose as a treatment for infant colic,"… Infant colic is characterised by excessive crying in apparently healthy young infants. … 
the present study was to examine if sucrose also has an ameliorating effect on infant colic. …","('Use of sucrose as a treatment for infant colic', '… Infant colic is characterised by excessive crying in apparently healthy young infants. … \nthe present study was to examine if sucrose also has an ameliorating effect on infant colic. …')","T Markestad - Archives of disease in childhood, 1997 - adc.bmj.com"
The effect of infant colic on maternal self‐perceptions and mother‐‐infant attachment,"… been examined as antecedents of infant colic. Moreover, parents … examined maternal 
sensitivity and infant colic (St. James-… long-term effects of infant colic on parents by examining the …","('The effect of infant colic on maternal self‐perceptions and mother‐‐infant attachment', '… been examined as antecedents of infant colic. Moreover, parents … examined maternal \nsensitivity and infant colic (St. James-… long-term effects of infant colic on parents by examining the …')","CA Stifter, MA Bono - Child: care, health and development, 1998 - Wiley Online Library"
Infant colic and feeding difficulties,"Aims: To examine the relation between colic and feeding difficulties and their impact on 
parental functioning for a primarily clinic referred sample. Methods: Forty three infants (and their …","('Infant colic and feeding difficulties', 'Aims: To examine the relation between colic and feeding difficulties and their impact on \nparental functioning for a primarily clinic referred sample. Methods: Forty three infants (and their …')","C Miller-Loncar, R Bigsby, P High, M Wallach… - Archives of Disease in …, 2004 - adc.bmj.com"
Lactobacillus reuteri to treat infant colic: a meta-analysis,"OBJECTIVE: Through an individual participant data meta-analysis, we sought to definitively 
determine if L reuteri DSM17938 effectively reduces crying and/or fussing time in infants with …","('Lactobacillus reuteri to treat infant colic: a meta-analysis', 'OBJECTIVE: Through an individual participant data meta-analysis, we sought to definitively \ndetermine if L reuteri DSM17938 effectively reduces crying and/or fussing time in infants with …')","V Sung, F D'Amico, MD Cabana, K Chau, G Koren… - …, 2018 - publications.aap.org"
Infant colic represents gut inflammation and dysbiosis,"… We hypothesized that infant colic is associated with gut inflammation linked to intestinal … 
In summary, our results strongly support the inflammation-dysbiosis theory for infant colic and …","('Infant colic represents gut inflammation and dysbiosis', '… We hypothesized that infant colic is associated with gut inflammation linked to intestinal … \nIn summary, our results strongly support the inflammation-dysbiosis theory for infant colic and …')","JM Rhoads, J Collins, NY Fatheree, SS Hashmi… - The Journal of …, 2018 - Elsevier"
Infant colic and maternal depression,"The combined impact of infant colic and maternal depression on infant, parent, and family 
difficulties was examined. The sample included 93 consecutive patients seen at an outpatient …","('Infant colic and maternal depression', 'The combined impact of infant colic and maternal depression on infant, parent, and family \ndifficulties was examined. The sample included 93 consecutive patients seen at an outpatient …')","AE Maxted, S Dickstein, C Miller‐Loncar… - Infant Mental Health …, 2005 - Wiley Online Library"
Infant colic: A transient condition with no apparent effects,"… Taken together, the few studies and reports on infant colic suggest that it is an extreme … 
The purpose of the present study was to investigate infant colic developmentally by examining …","('Infant colic: A transient condition with no apparent effects', '… Taken together, the few studies and reports on infant colic suggest that it is an extreme … \nThe purpose of the present study was to investigate infant colic developmentally by examining …')","CA Stifter, J Braungart - Journal of applied developmental psychology, 1992 - Elsevier"
The psychology of infant colic: A review of current research,"Colic, or excessive infant crying, occurs during the first 3 months in approximately 15 to 20% 
of infants and is the most common concern for which parents seek medical advice during an …","('The psychology of infant colic: A review of current research', 'Colic, or excessive infant crying, occurs during the first 3 months in approximately 15 to 20% \nof infants and is the most common concern for which parents seek medical advice during an …')","F Kaley, V Reid, E Flynn - Infant Mental Health Journal, 2011 - Wiley Online Library"
Dietary treatment of infant colic: a double-blind study.,"… SUMMARY The possible role ofcows milk intolerance in the aetiology of infant colic was … 
of infant colic resolved almost completely with dietary change. Introduction INFANT colic is a …","('Dietary treatment of infant colic: a double-blind study.', '… SUMMARY The possible role ofcows milk intolerance in the aetiology of infant colic was … \nof infant colic resolved almost completely with dietary change. Introduction INFANT colic is a …')","JP Campbell - The Journal of the Royal College of General …, 1989 - bjgp.org"
Dietary therapy of infant colic: a double-blind study,"The possible role of cow's milk intolerance in the aetiology of infantile colic was assessed in 
19 infants in a town either by a health worker or family doctor. Modified standard …","('Dietary therapy of infant colic: a double-blind study', ""The possible role of cow's milk intolerance in the aetiology of infantile colic was assessed in \n19 infants in a town either by a health worker or family doctor. Modified standard …"")","JP Campbell - Ceskoslovenska pediatrie, 1993 - europepmc.org"
Is modified cow's milk formula effective in reducing the symptoms of infant colic?,"… Despite over 40 years of research into infant colic, its nature … When infant colic is seen as 
a symptom, it is based on the … are effective in the treatment of infant colic. In this context, mod…","(""Is modified cow's milk formula effective in reducing the symptoms of infant colic?"", '… Despite over 40 years of research into infant colic, its nature … When infant colic is seen as \na symptom, it is based on the … are effective in the treatment of infant colic. In this context, mod…')","C Swadling, P Griffiths - British journal of community Nursing, 2003 - magonlinelibrary.com"
[HTML][HTML] Infantile colic,"… Perhaps infant colic can be best regarded as an exacerbation of normal infant behaviour by 
… Recent evidence has emerged of a possible role for probiotics in infant colic. These are ‘live …","('[HTML][HTML] Infantile colic', '… Perhaps infant colic can be best regarded as an exacerbation of normal infant behaviour by \n… Recent evidence has emerged of a possible role for probiotics in infant colic. These are ‘live …')","V Sung - Australian prescriber, 2018 - ncbi.nlm.nih.gov"
Crying in infants: on the possible role of intestinal microbiota in the development of colic,"… This phenomenon has been termed “infant colic.” In most cases, physicians are unable to … 
help elucidate the hypothesized relations between intestinal microbiota and infant colic. …","('Crying in infants: on the possible role of intestinal microbiota in the development of colic', '… This phenomenon has been termed “infant colic.” In most cases, physicians are unable to … \nhelp elucidate the hypothesized relations between intestinal microbiota and infant colic. …')","C de Weerth, S Fuentes, WM de Vos - Gut Microbes, 2013 - Taylor & Francis"
[HTML][HTML] Probiotics for infantile colic: a systematic review,"… reuteri may be effective as a treatment strategy for crying in exclusively breastfed infants 
with colic, the evidence supporting probiotic use for the treatment of infant colic or crying in …","('[HTML][HTML] Probiotics for infantile colic: a systematic review', '… reuteri may be effective as a treatment strategy for crying in exclusively breastfed infants \nwith colic, the evidence supporting probiotic use for the treatment of infant colic or crying in …')","J Anabrees, F Indrio, B Paes… - BMC …, 2013 - bmcpediatr.biomedcentral.com"
Infantile colic: a review,"… One small randomised-controlled trial has found that soy formula reduced infant colic.However, 
soy formula should be avoided as it has no proven value in the treatment of infantile …","('Infantile colic: a review', '… One small randomised-controlled trial has found that soy formula reduced infant colic.However, \nsoy formula should be avoided as it has no proven value in the treatment of infantile …')","AKC Leung, JF Lemay - The journal of the Royal Society for …, 2004 - journals.sagepub.com"
[HTML][HTML] Infantile colic: recognition and treatment,"Infantile colic is a benign process in which an infant has paroxysms of inconsolable crying for 
more than three hours per day, more than three days per week, for longer than three weeks…","('[HTML][HTML] Infantile colic: recognition and treatment', 'Infantile colic is a benign process in which an infant has paroxysms of inconsolable crying for \nmore than three hours per day, more than three days per week, for longer than three weeks…')","JD Johnson, K Cocker, E Chang - American family physician, 2015 - aafp.org"
Colic for developmentalists,"Our understanding of the etiology, pathophysiology, sequelae, incidence, and management 
of colic is hampered by the absence of a standard definition and accepted clinical criteria for …","('Colic for developmentalists', 'Our understanding of the etiology, pathophysiology, sequelae, incidence, and management \nof colic is hampered by the absence of a standard definition and accepted clinical criteria for …')","BM Lester, CFZ Boukydis… - Infant Mental Health …, 1990 - Wiley Online Library"
"Childhood diarrhoea in Danish day care centres could be associated with infant colic, low birthweight and antibiotics","… of infant colic and the risk of diarrhoea was investigated. The prevalence of infant colic in this 
… The odds ratio (OR) of diarrhoea for children in this study with a history of infant colic was …","('Childhood diarrhoea in Danish day care centres could be associated with infant colic, low birthweight and antibiotics', '… of infant colic and the risk of diarrhoea was investigated. The prevalence of infant colic in this \n… The odds ratio (OR) of diarrhoea for children in this study with a history of infant colic was …')","B Hebbelstrup Jensen, D Röser… - Acta …, 2016 - Wiley Online Library"
Infant colic and functional gastrointestinal disorders: is there more than a “gut feeling”?,"By the time their child is 4 months old, up to 20% of parents have reported colicky symptoms 
in their infants. Is infant colic a disorder? Is it related to the intestine, as the term colic implies…","('Infant colic and functional gastrointestinal disorders: is there more than a “gut feeling”?', 'By the time their child is 4 months old, up to 20% of parents have reported colicky symptoms \nin their infants. Is infant colic a disorder? Is it related to the intestine, as the term colic implies…')","R Shamir - Journal of Pediatric Gastroenterology and Nutrition, 2013 - journals.lww.com"
The experiences of first-time mothers with colic infants,"… The effect of infant colic on maternal self-perceptions and mother-infant attachment. Child: … 
Parent characteristics and conceptualisations associated with the emergence of infant colic. …","('The experiences of first-time mothers with colic infants', '… The effect of infant colic on maternal self-perceptions and mother-infant attachment. Child: … \nParent characteristics and conceptualisations associated with the emergence of infant colic. …')",L Cox - 2007 - repository.nwu.ac.za
"How acupuncture may relieve infantile colic symptoms-melatonin, serotonin and circadian rhythmicity","Reinthal et al’s study of minimal acupuncture effects on infantile colic was a great support 
for paediatric acupuncture. 1 Although acupuncture has long been used for infantile colic, …","('How acupuncture may relieve infantile colic symptoms-melatonin, serotonin and circadian rhythmicity', 'Reinthal et al’s study of minimal acupuncture effects on infantile colic was a great support \nfor paediatric acupuncture. 1 Although acupuncture has long been used for infantile colic, …')","YO Cakmak - Acupuncture in Medicine, 2009 - search.proquest.com"
"[CITATION][C] Knowledge, attitudes, and practices (KAP) of Filipino parents using Aceite de Manzanilla in the treatment of infant colic","… Knowledge, attitudes, and practices (KAP) of Filipino parents using Aceite de Manzanilla 
in the treatment of infant colic … Knowledge, attitudes, and practices (KAP) of Filipino …","('[CITATION][C] Knowledge, attitudes, and practices (KAP) of Filipino parents using Aceite de Manzanilla in the treatment of infant colic', '… Knowledge, attitudes, and practices (KAP) of Filipino parents using Aceite de Manzanilla \nin the treatment of infant colic … Knowledge, attitudes, and practices (KAP) of Filipino\xa0…')","NIC Cuizon, AIN Deiparine, YKF Gallardo, LMP Kojima… - 2019 - greenprints.dlshsi.edu.ph"
The efficacy of the prenatal administration of Lactobacillus reuteri LR92 DSM 26866 on the prevention of infantile colic: a randomized control trial,"Infantile colic is a functional gastrointestinal disease of the infancy that its cause has not yet 
been properly identified. It leads to severe discomfort in the infants and anxiety in their …","('The efficacy of the prenatal administration of Lactobacillus reuteri LR92 DSM 26866 on the prevention of infantile colic: a randomized control trial', 'Infantile colic is a functional gastrointestinal disease of the infancy that its cause has not yet \nbeen properly identified. It leads to severe discomfort in the infants and anxiety in their …')","MA Pourmirzaiee, F Famouri, W Moazeni… - European journal of …, 2020 - Springer"
Use of sucrose as a treatment for infantile colic,"… Use of sucrose as a treatment for infant colic [commentary by Bell RAF]. Arch Dis Child 1997;… 
Use of sucrose as a treatment for infant colic [commentary by Bell RAF]. Arch Dis Child 1997;…","('Use of sucrose as a treatment for infantile colic', '… Use of sucrose as a treatment for infant colic [commentary by Bell RAF]. Arch Dis Child 1997;… \nUse of sucrose as a treatment for infant colic [commentary by Bell RAF]. Arch Dis Child 1997;…')","I Blumenthal, M MAGUIRE - Archives of Disease in Childhood, 1997 - ncbi.nlm.nih.gov"
Crying newborns: The colic and reflux situation in New Zealand as depicted by online questionnaire,"… Infant colic - Empirical evidence of the absence of an association with source of early infant 
… Efficacy of chiropractic manual therapy on infant colic: a pragmatic single-blind, randomized …","('Crying newborns: The colic and reflux situation in New Zealand as depicted by online questionnaire', '… Infant colic - Empirical evidence of the absence of an association with source of early infant \n… Efficacy of chiropractic manual therapy on infant colic: a pragmatic single-blind, randomized …')","S Hodge - International Journal of Nursing and Midwifery, 2014 - academicjournals.org"
The Surviving Crying study: progress report for the first stage of research.,"… The term ‘infant colic’ has been used to refer both to ‘prolonged’ infant crying (a measure of 
crying) and to parents’ concern that ‘excessive’ crying is a sign that something is wrong with …","('The Surviving Crying study: progress report for the first stage of research.', '… The term ‘infant colic’ has been used to refer both to ‘prolonged’ infant crying (a measure of \ncrying) and to parents’ concern that ‘excessive’ crying is a sign that something is wrong with …')","I St James-Roberts - Community Practitioner, 2016 - search.ebscohost.com"
Association of reported infant crying and maternal parenting stress,"Infant crying is a well-recognized source of parental concern and anxiety, but little is known 
about other possible effects of excessive crying on parents or caretakers. The objective of …","('Association of reported infant crying and maternal parenting stress', 'Infant crying is a well-recognized source of parental concern and anxiety, but little is known \nabout other possible effects of excessive crying on parents or caretakers. The objective of …')","SA Beebe, R Casey, J Pinto-Martin - Clinical Pediatrics, 1993 - journals.sagepub.com"
[CITATION][C] Breaking it Down: Infant Colic and Probiotics,,"('[CITATION][C] Breaking it Down: Infant Colic and Probiotics', '')",LR Crosby
OP-17 INFANT DYSCHEZIA IN SRI LANKAN CHILDREN: EPIDEMIOLOGY AND RISK FACTORS,… Infant colic and infant dyschezia were diagnosed according to the Rome III criteria. …,"('OP-17 INFANT DYSCHEZIA IN SRI LANKAN CHILDREN: EPIDEMIOLOGY AND RISK FACTORS', '… Infant colic and infant dyschezia were diagnosed according to the Rome III criteria. …')","A Hovenkamp, HAW Walter… - Journal of Pediatric …, 2015 - journals.lww.com"
Childhood functional gastrointestinal disorders: neonate/toddler,"… The description of infant colic has been expanded to include criteria for the general 
pediatrician and specific criteria for researchers. The greatest change was the addition of a …","('Childhood functional gastrointestinal disorders: neonate/toddler', '… The description of infant colic has been expanded to include criteria for the general \npediatrician and specific criteria for researchers. The greatest change was the addition of a …')","MA Benninga, S Nurko, C Faure, PE Hyman… - Gastroenterology, 2016 - Elsevier"
Comparison of the Effect of Abdominal Massage and Hugo Point Acupressure on Infantile Colic Symptoms,"… The obtained results pointed out that the made interventions improved infant colic in the three 
groups; nonetheless, the effect was more pronounced in the Hugo point acupressure group…","('Comparison of the Effect of Abdominal Massage and Hugo Point Acupressure on Infantile Colic Symptoms', '… The obtained results pointed out that the made interventions improved infant colic in the three \ngroups; nonetheless, the effect was more pronounced in the Hugo point acupressure group…')","K Moghaddam, A Shah Farhat - Evidence Based Care, 2022 - eprints.mums.ac.ir"
Parenting the crying infant,"… This paper examines the complex interplay between gut microbiota, gut inflammation and 
the gut–brain axis in the etiology of infant colic. Evidence for the efficacy of hypoallergenic …","('Parenting the crying infant', '… This paper examines the complex interplay between gut microbiota, gut inflammation and \nthe gut–brain axis in the etiology of infant colic. Evidence for the efficacy of hypoallergenic …')","DM Zeifman, I St James-Roberts - Current opinion in psychology, 2017 - Elsevier"
The pediatric Rome IV criteria: what's new?,"… For the youngest age group (neonates/toddlers), the criteria for infant colic have undergone 
the most notable revisions. The most prominent changes in Rome IV were made in the …","(""The pediatric Rome IV criteria: what's new?"", '… For the youngest age group (neonates/toddlers), the criteria for infant colic have undergone \nthe most notable revisions. The most prominent changes in Rome IV were made in the …')","IJN Koppen, S Nurko, M Saps… - Expert review of …, 2017 - Taylor & Francis"
[PDF][PDF] Infantile colic and food allergy,"… Parental counseling compared with elimination of cow’s milk or soy milk protein for the 
treatment of infant colic syndrome: a randomized trial. Pediatrics 1988; 81: 756–61. 50 Barr RG, …","('[PDF][PDF] Infantile colic and food allergy', '… Parental counseling compared with elimination of cow’s milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics 1988; 81: 756–61. 50 Barr RG, …')","RG Heine, DJ Hill, CS Hosking - Food Allergy, 2008 - nrc.ajums.ac.ir"
Infantile colic: a systematic review of medical and conventional therapies,"Aim: Infantile colic is a prevalent and distressing condition for which there is no proven 
standard therapy. The aim of this paper is to review medical and conventional treatments for …","('Infantile colic: a systematic review of medical and conventional therapies', 'Aim: Infantile colic is a prevalent and distressing condition for which there is no proven \nstandard therapy. The aim of this paper is to review medical and conventional treatments for …')","B Hall, J Chesters, A Robinson - Journal of paediatrics and …, 2012 - Wiley Online Library"
[HTML][HTML] Functional gastrointestinal disorders in infancy: impact on the health of the infant and family,"… Generally, FGIDs are categorized into 7 different groups: infant regurgitation, infant colic, 
functional constipation, functional diarrhea, cyclic vomiting syndrome, infant dyschezia, and …","('[HTML][HTML] Functional gastrointestinal disorders in infancy: impact on the health of the infant and family', '… Generally, FGIDs are categorized into 7 different groups: infant regurgitation, infant colic, \nfunctional constipation, functional diarrhea, cyclic vomiting syndrome, infant dyschezia, and …')","Y Vandenplas, B Hauser… - … , hepatology & nutrition, 2019 - synapse.koreamed.org"
Infant colic,"Intestinal colic is a symptom frequent in infants in the first trimester of pregnancy. As yet only 
the indirect causes of colicky pains are known and we have no effective treatment for …","('Infant colic', 'Intestinal colic is a symptom frequent in infants in the first trimester of pregnancy. As yet only \nthe indirect causes of colicky pains are known and we have no effective treatment for …')",M Wysocka - Medycyna Rodzinna - czytelniamedyczna.pl
[HTML][HTML] What might suggest that it isn't colic?,"… in the gut and is widely used for treating infant colic. Although it is widely used, there isn’t 
any evidence that it is effective at treating infant colic which still remains the case to date. …","(""[HTML][HTML] What might suggest that it isn't colic?"", '… in the gut and is widely used for treating infant colic. Although it is widely used, there isn’t \nany evidence that it is effective at treating infant colic which still remains the case to date. …')",CB Part - medicmum101.co.uk
"Behavioral and physiological responsivity, sleep, and patterns of daily cortisol production in infants with and without colic","… Despite its salience for parents and clinicians, the behavioral syndrome of infant colic 
remains largely unexplained. The cardinal symptom of colic is excessive crying that tends to …","('Behavioral and physiological responsivity, sleep, and patterns of daily cortisol production in infants with and without colic', '… Despite its salience for parents and clinicians, the behavioral syndrome of infant colic \nremains largely unexplained. The cardinal symptom of colic is excessive crying that tends to …')","BP White, MR Gunnar, MC Larson… - Child …, 2000 - Wiley Online Library"
Randomised controlled trial of infantile colic treated with chiropractic spinal manipulation,"… Oral sucrose has an analgesic effect in newborn infants15and has been shown to have a 
significant ameliorating effect on infant colic.16 The anticholinergic drugs dicyclomine …","('Randomised controlled trial of infantile colic treated with chiropractic spinal manipulation', '… Oral sucrose has an analgesic effect in newborn infants15and has been shown to have a \nsignificant ameliorating effect on infant colic.16 The anticholinergic drugs dicyclomine …')","E Olafsdottir, S Forshei, G Fluge… - Archives of disease in …, 2001 - adc.bmj.com"
"Prevalence and perinatal risk factors of parent‐reported colic, abdominal pain and other pain or discomforts in infants until 3 months of age‐A prospective cohort study …","… • The current study identifies prevalence and perinatal risk factors of infant colic, abdominal 
pain and other pain and discomforts in infancy • Focus on parent- reported perspectives, …","('Prevalence and perinatal risk factors of parent‐reported colic, abdominal pain and other pain or discomforts in infants until 3 months of age‐A prospective cohort study\xa0…', '… • The current study identifies prevalence and perinatal risk factors of infant colic, abdominal \npain and other pain and discomforts in infancy • Focus on parent- reported perspectives, …')","ÅW Despriee, CAO Mägi, MC Småstuen… - Journal of clinical …, 2021 - Wiley Online Library"
The effect of smoking on lactation and infantile colic,"… The infant colic syndrome most probably has a number of causes, and others4 have found 
an … increased the incidence of infant colic by 50%, while no effect was found with the …","('The effect of smoking on lactation and infantile colic', '… The infant colic syndrome most probably has a number of causes, and others4 have found \nan … increased the incidence of infant colic by 50%, while no effect was found with the …')","I Matheson, GN Rivrud - Jama, 1989 - jamanetwork.com"
