Title,TruncAbstr,AugmTitle,Info
[CITATION][C] Evaluation of the acute abdominal crisis in the equine,,"('[CITATION][C] Evaluation of the acute abdominal crisis in the equine', '')","P Berggren, E Reinertson - 1977"
Differential survival in horses requiring end‐to‐end jejunojejunal anastomosis compared to those requiring side‐to‐side jejunocaecal anastomosis,"… methods of intestinal anastomosis during equine colic surgery may have differences in … 
) Pre-operative and anaesthesia-related risk factors for mortality in equine colic cases. Vet. J. …","('Differential survival in horses requiring end‐to‐end jejunojejunal anastomosis compared to those requiring side‐to‐side jejunocaecal anastomosis', '… methods of intestinal anastomosis during equine colic surgery may have differences in … \n) Pre-operative and anaesthesia-related risk factors for mortality in equine colic cases. Vet. J. …')","CJ Proudman, GB Edwards… - Equine Veterinary …, 2007 - Wiley Online Library"
The in vivo biodynamic properties of the intact equine linea alba,"Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact 
linea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …","('The in vivo biodynamic properties of the intact equine linea alba', 'Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact \nlinea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …')","CA Kirker‐Head, PJ Kerwin, RR Steckel… - Equine Veterinary …, 1989 - Wiley Online Library"
[HTML][HTML] Prevalence of and risk factors for colic in horses that display crib-biting behaviour,"Crib-biting and windsucking (CBWS) behaviour in horses has been associated with increased 
risk of colic in general, recurrence of colic and specific forms of colic. The aims of the …","('[HTML][HTML] Prevalence of and risk factors for colic in horses that display crib-biting behaviour', 'Crib-biting and windsucking (CBWS) behaviour in horses has been associated with increased \nrisk of colic in general, recurrence of colic and specific forms of colic. The aims of the …')","EE Escalona, CN Okell, DC Archer - BMC veterinary research, 2014 - Springer"
[CITATION][C] Equine colic. II. Causes and risk factors for colic,,"('[CITATION][C] Equine colic. II. Causes and risk factors for colic', '')","NA White - Proc. 52nd Amer. Assoc. Eq. Pract, 2006"
[CITATION][C] The glass horse equine colic,,"('[CITATION][C] The glass horse equine colic', '')","J Moore, M Barton, N White, F Buchanan, T Melton… - The University of Georgia …, 2007"
[CITATION][C] Equine colic surgery,,"('[CITATION][C] Equine colic surgery', '')","GM Shires - JENNINGS, PB The practice of large animal surgery …, 1984"
Hypercoagulation and hypofibrinolysis in horses with colic and DIC,"Changes in haemostasis in horses with colic were assessed by using specific and sensitive 
markers of coagulation and fibrinolysis activity. Blood samples from 41 horses with severe …","('Hypercoagulation and hypofibrinolysis in horses with colic and DIC', 'Changes in haemostasis in horses with colic were assessed by using specific and sensitive \nmarkers of coagulation and fibrinolysis activity. Blood samples from 41 horses with severe …')","L Monreal, A Anglés, Y Espada… - Equine Veterinary …, 2000 - Wiley Online Library"
[PDF][PDF] Plexiform Schwannoma in the Duodenum of a Horse with Recurrent Colic,"… Conclusion: Although uncommon, spindle cell tumors should be considered in cases of 
recurrent equine colic after more common causes have been excluded. Immunohistochemistry is …","('[PDF][PDF] Plexiform Schwannoma in the Duodenum of a Horse with Recurrent Colic', '… Conclusion: Although uncommon, spindle cell tumors should be considered in cases of \nrecurrent equine colic after more common causes have been excluded. Immunohistochemistry is …')","S Olchowski, AB Rogers, J Lyons… - Journal of Cytology …, 2015 - pdfs.semanticscholar.org"
[PDF][PDF] Equine Obstructive Colic Associated with Heavy Parascaris equorum Infection,"… Equine Colic term used to describe abdominal pain in horse. There are several 
predisposing factors that leads to colic condition in horses such as accumulation gas, intestinal …","('[PDF][PDF] Equine Obstructive Colic Associated with Heavy Parascaris equorum Infection', '… Equine Colic term used to describe abdominal pain in horse. There are several \npredisposing factors that leads to colic condition in horses such as accumulation gas, intestinal …')","M Singh, M Shakya, HK Mehta… - Int. J. Curr. Microbiol …, 2019 - researchgate.net"
Maximising the impact of evidence-based medicine on equine health and welfare,"… Educational colic resources for horse owners (‘REACT’) were collaboratively developed 
and disseminated by Nottingham Equine Colic Project (including the author of the thesis) and …","('Maximising the impact of evidence-based medicine on equine health and welfare', '… Educational colic resources for horse owners (‘REACT’) were collaboratively developed \nand disseminated by Nottingham Equine Colic Project (including the author of the thesis) and …')",A Bowden - 2018 - eprints.nottingham.ac.uk
Clinical and biochemical features of grass sickness (equine dysautonomia),"An attempt has been made to assess the diagnostic value of clinical features seen at initial 
examination of horses with grass sickness, colic cases and cases submitted as possible …","('Clinical and biochemical features of grass sickness (equine dysautonomia)', 'An attempt has been made to assess the diagnostic value of clinical features seen at initial \nexamination of horses with grass sickness, colic cases and cases submitted as possible …')","DL Doxey, EM Milne, JS Gilmour… - Equine Veterinary …, 1991 - Wiley Online Library"
A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion,"The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia 
on skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …","('A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion', 'The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia \non skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …')","TE Goetz, M Manohar, D Nganwa… - Equine Veterinary …, 1989 - Wiley Online Library"
The influence of anticoagulants on the measurement of total protein concentration in equine peritoneal fluid,"… great importance to assess the severity of equine colic. In conjunction with rectal findings and 
… In the context of equine colic, a rapid assessment of TP concentration is needed and thus …","('The influence of anticoagulants on the measurement of total protein concentration in equine peritoneal fluid', '… great importance to assess the severity of equine colic. In conjunction with rectal findings and \n… In the context of equine colic, a rapid assessment of TP concentration is needed and thus …')","JC Estepa, I Lopez, R Mayer-Valor, M Rodriguez… - Research in veterinary …, 2006 - Elsevier"
Effect of pyloric blockade and infusion of histamine or pentagastrin on gastric secretion in horses,"Objective —To determine the origin of the nonacid (nonparietal) component of gastric 
secretions in horses induced by pentagastrin infusion. Animals —6 horses. Procedure —A Latin …","('Effect of pyloric blockade and infusion of histamine or pentagastrin on gastric secretion in horses', 'Objective —To determine the origin of the nonacid (nonparietal) component of gastric \nsecretions in horses induced by pentagastrin infusion. Animals —6 horses. Procedure —A Latin …')","DL Kitchen, JA Burrow, CS Heartless… - American Journal of …, 2000 - Am Vet Med Assoc"
Post anaesthetic colic in horses: a preventable complication?,"Reasons for performing study: There is little information on the prevalence of, and risk 
factors associated with, post anaesthetic colic (PAC) in horses undergoing nonabdominal …","('Post anaesthetic colic in horses: a preventable complication?', 'Reasons for performing study: There is little information on the prevalence of, and risk \nfactors associated with, post anaesthetic colic (PAC) in horses undergoing nonabdominal …')","JM Senior, GL Pinchbeck, R Allister… - Equine veterinary …, 2006 - Wiley Online Library"
Special considerations,"… 31 Circulating TNF-α is cytotoxic26, 27 and high levels have been associated with morbidity 
and mortality in equine colic patients. 1 Geriatric horses of 20–35 years were found to have …","('Special considerations', '… 31 Circulating TNF-α is cytotoxic26, 27 and high levels have been associated with morbidity \nand mortality in equine colic patients. 1 Geriatric horses of 20–35 years were found to have …')","LL Southwood - Practical Guide to Equine Colic, 2012 - books.google.com"
[CITATION][C] Current use of analgesics for equine colic,,"('[CITATION][C] Current use of analgesics for equine colic', '')","NA White - Proc. AAEP. Annual Conversation, 2006"
[CITATION][C] Di-tri-octahedral smectite for the prevention of post-operative diarrhea in equine colic patients: results of a randomized clinical trial,,"('[CITATION][C] Di-tri-octahedral smectite for the prevention of post-operative diarrhea in equine colic patients: results of a randomized clinical trial', '')","DM Hassel, PA Smith, JE Nieto, SJ Spier - Vet Surg, 2004"
[PDF][PDF] Enteral fluid therapy,"Although intravenous (IV) fluids remain the primary route of fluid administration in the 
equine patient with colic, prudent use of enteral fluid therapy can be an important adjunct or …","('[PDF][PDF] Enteral fluid therapy', 'Although intravenous (IV) fluids remain the primary route of fluid administration in the \nequine patient with colic, prudent use of enteral fluid therapy can be an important adjunct or …')","JA Brown, SK Hart - Practical guide to equine colic, 2013 - academia.edu"
Diagnostic and prognostic use of L‐lactate measurement in equine practice,"… (1983) demonstrated a significant association between peritoneal fluid lactate and survival 
in equine colic cases. Hjortkjaer and Svendsen (1979) reported increased peritoneal fluid …","('Diagnostic and prognostic use of L‐lactate measurement in equine practice', '… (1983) demonstrated a significant association between peritoneal fluid lactate and survival \nin equine colic cases. Hjortkjaer and Svendsen (1979) reported increased peritoneal fluid …')","ISF Henderson - Equine Veterinary Education, 2013 - Wiley Online Library"
"[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya","… Equine colic episodes will often resolve spontaneously or after medical treatment. 
However, colic emanating from impaction and/or intestinal displacements, especially with …","('[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya', '… Equine colic episodes will often resolve spontaneously or after medical treatment. \nHowever, colic emanating from impaction and/or intestinal displacements, especially with …')","A Gitari, J Nguhiu, V Varma, E Mogoa - Veterinary World, 2017 - ncbi.nlm.nih.gov"
Arterionecrosis of the equine mesentery in naturally occurring endotoxaemia,"This report describes the mesenteric arteriolar lesions in a Thoroughbred racehorse with 
endotoxaemia due to colic. The vascular lesions consisted of a striking loss of medial smooth …","('Arterionecrosis of the equine mesentery in naturally occurring endotoxaemia', 'This report describes the mesenteric arteriolar lesions in a Thoroughbred racehorse with \nendotoxaemia due to colic. The vascular lesions consisted of a striking loss of medial smooth …')","M Oikawa, T Ueno, H Yoshikawa - Journal of comparative pathology, 2004 - Elsevier"
Perioperative antibiotics prophylaxis in equine surgical colic patients-are we doing the right thing?,"We may also use digital footprint connection information such as your IP address and other 
technical identifiers, to collect usage data, click stream data, and information about the pages …","('Perioperative antibiotics prophylaxis in equine surgical colic patients-are we doing the right thing?', 'We may also use digital footprint connection information such as your IP address and other \ntechnical identifiers, to collect usage data, click stream data, and information about the pages …')","A Steinman, G Kelmer, A Tatz, D Berlin - Israel Journal of Veterinary …, 2015 - cabdirect.org"
The changing costs of hospital treatment for colic: a preliminary audit,"… This study investigated how the costs of treatment for equine colic at a single university 
referral hospital have changed over a 10‐year period between 2003 and 2013. The aim was to …","('The changing costs of hospital treatment for colic: a preliminary audit', '… This study investigated how the costs of treatment for equine colic at a single university \nreferral hospital have changed over a 10‐year period between 2003 and 2013. The aim was to …')","A Bates, M Whiting, TH Witte - Equine Veterinary Journal, 2014 - Wiley Online Library"
[PDF][PDF] Risk Factors Associated with Impaction Colic in Horses at North Western Area of Libya,"… Firstly, descriptive statistics and distribution of risk factors among cases of equine colic were 
presented. Association between the occurrence of colic and the potential risk factors were …","('[PDF][PDF] Risk Factors Associated with Impaction Colic in Horses at North Western Area of Libya', '… Firstly, descriptive statistics and distribution of risk factors among cases of equine colic were \npresented. Association between the occurrence of colic and the potential risk factors were …')","O Sawesi, KK Milad, SA El-Khodery - Journal of Veterinary …, 2015 - researchgate.net"
[CITATION][C] Equine colic: IV. Diagnosis: determining the need for emergency abdominal surgery,,"('[CITATION][C] Equine colic: IV. Diagnosis: determining the need for emergency abdominal surgery', '')","N White - Proceedings of the American Association of Equine …, 2006"
[CITATION][C] Risk factors for equine colic identified by means of a multicentered case-control study,,"('[CITATION][C] Risk factors for equine colic identified by means of a multicentered case-control study', '')","MJ Reeves, M Salman - Proc. Am. Assoc. Eq. Pract, 1993"
Clinical and intestinal histologic features of horses treated for recurrent colic: 66 cases (2006–2015),"OBJECTIVE To describe gastrointestinal histologic findings for horses with recurrent colic 
and evaluate possible associations between initial clinical signs, biopsy method, histologic …","('Clinical and intestinal histologic features of horses treated for recurrent colic: 66 cases (2006–2015)', 'OBJECTIVE To describe gastrointestinal histologic findings for horses with recurrent colic \nand evaluate possible associations between initial clinical signs, biopsy method, histologic …')","HL Stewart, JB Engiles, D Stefanovski… - Journal of the …, 2018 - Am Vet Med Assoc"
"Colic after swimming exercise in racehorses: An investigation of incidence, management, surgical findings and outcome","The incidence of colic following swimming exercise (SC) in a racehorse population examined 
over 3 years was 0.08%. Following 167,977 swims, 136 cases were reported. Colic …","('Colic after swimming exercise in racehorses: An investigation of incidence, management, surgical findings and outcome', 'The incidence of colic following swimming exercise (SC) in a racehorse population examined \nover 3 years was 0.08%. Following 167,977 swims, 136 cases were reported. Colic …')","E Walmsley, C Steel, G Haines… - Australian Veterinary …, 2011 - Wiley Online Library"
[CITATION][C] Serum phospholipase A2 as a prognostic variable in equine colic,,"('[CITATION][C] Serum phospholipase A2 as a prognostic variable in equine colic', '')","A Puotunen-Reinert, M Sandholm - … . 2nd Equine Colic Research Symposium, Athens …, 1985"
Observer variation in equine abdominal auscultation,"… (1983a) Prognosis in equine colic: a comparative study of variables used to assess … This 
paper was presented at the Third Equine Colic Research Symposium in Athens, Georgia 1st-3rd …","('Observer variation in equine abdominal auscultation', '… (1983a) Prognosis in equine colic: a comparative study of variables used to assess … This \npaper was presented at the Third Equine Colic Research Symposium in Athens, Georgia 1st-3rd …')","EE Ehrhardt, JE Lowe - Equine Veterinary Journal, 1990 - Wiley Online Library"
Preventing and treating colic in your horse,"Colic is a general term given for any abdominal pain. There are many types and causes of 
colic, as well as predisposing factors. Digestive colic, the true form of colic, can be caused by …","('Preventing and treating colic in your horse', 'Colic is a general term given for any abdominal pain. There are many types and causes of \ncolic, as well as predisposing factors. Digestive colic, the true form of colic, can be caused by …')","K Keen, L Coates-Markle - 1996 - ir.library.oregonstate.edu"
Vascular injury associated with naturally occurring strangulating obstructions of the equine large colon,"Ten horses were euthanatized before, during, or after surgery to correct severe volvulus of 
the large colon. At surgery, the colonic serosa changed from blue‐gray, blue or purple toward …","('Vascular injury associated with naturally occurring strangulating obstructions of the equine large colon', 'Ten horses were euthanatized before, during, or after surgery to correct severe volvulus of \nthe large colon. At surgery, the colonic serosa changed from blue‐gray, blue or purple toward …')","JR SNYDER, JR PASCOE, HJ OLANDER… - Veterinary …, 1990 - Wiley Online Library"
Evidence of myocardial injury in horses with colic,"… The clinical outcome or prognosis of equine colic patients largely depends on the severity of 
… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …","('Evidence of myocardial injury in horses with colic', '… The clinical outcome or prognosis of equine colic patients largely depends on the severity of \n… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …')","P Rani, RS Singh, S Singh, K Gupta - Veterinarski arhiv, 2021 - hrcak.srce.hr"
PROTEIN C ACTS AS AN ACUTE PHASE REACTANT IN EQUINE LAMINITIS,"Equine Colic Syndrome is a disease of horses whose complications include laminatis.This … 
of elements of intravascular thrombosis and fibrinolysis in the equine colic syndrome. …","('PROTEIN C ACTS AS AN ACUTE PHASE REACTANT IN EQUINE LAMINITIS', 'Equine Colic Syndrome is a disease of horses whose complications include laminatis.This … \nof elements of intravascular thrombosis and fibrinolysis in the equine colic syndrome. …')","KW Prasse, JN Moore, A Duncan - Thrombosis and …, 1987 - thieme-connect.com"
[CITATION][C] When equine colic calls for surgical intervention,"When equine colic calls for surgical intervention … When equine colic calls for surgical 
intervention [1987] … ""When equine colic calls for surgical intervention""@eng …","('[CITATION][C] When equine colic calls for surgical intervention', 'When equine colic calls for surgical intervention … When equine colic calls for surgical \nintervention [1987] … ""When equine colic calls for surgical intervention""@eng …')","NA White - Veterinary medicine (USA), 1987 - agris.fao.org"
Prevalence of intra‐abdominal hypertension in horses with colic,"Objective To determine an abdominal pressure cutoff value for intra‐abdominal hypertension 
(IAH) in the horse and characterize IAH in horses with acute colic. Design Prospective …","('Prevalence of intra‐abdominal hypertension in horses with colic', 'Objective To determine an abdominal pressure cutoff value for intra‐abdominal hypertension \n(IAH) in the horse and characterize IAH in horses with acute colic. Design Prospective …')","PW Foth, VH Scott, MC Mudge… - Journal of Veterinary …, 2020 - Wiley Online Library"
[CITATION][C] Whats new in colic surgery and postoperative care?,,"('[CITATION][C] Whats new in colic surgery and postoperative care?', '')",NA White - Leipziger Blaue Hefte
Association between hyperglycemia and survival in 228 horses with acute gastrointestinal disease,"… The relationships between variables of interest and equine colic death (yes/no) were 
evaluated using logistic regression. b For continuous variables (age, duration, glucose, heart rate, …","('Association between hyperglycemia and survival in 228 horses with acute gastrointestinal disease', '… The relationships between variables of interest and equine colic death (yes/no) were \nevaluated using logistic regression. b For continuous variables (age, duration, glucose, heart rate, …')","DM Hassel, AE Hill, RA Rorabeck - Journal of veterinary …, 2009 - Wiley Online Library"
Acute‐phase proteins as diagnostic markers in horses with colic,"… Because of the acute nature of equine colic and the need for rapid decision making, a 
biomarker will only be useful diagnostically if the analysis can be performed on a single sample …","('Acute‐phase proteins as diagnostic markers in horses with colic', '… Because of the acute nature of equine colic and the need for rapid decision making, a \nbiomarker will only be useful diagnostically if the analysis can be performed on a single sample …')","TH Pihl, E Scheepers, M Sanz… - Journal of Veterinary …, 2016 - Wiley Online Library"
Equine large intestinal volvulus a review of 124 cases,"… University of Georgia: Proceedings of the Equine Colic Research Symposium, 1982:26172. … 
University ofGeorgia: Proceedings of the Equine Colic Research Symposium, 1982:79-87. …","('Equine large intestinal volvulus a review of 124 cases', '… University of Georgia: Proceedings of the Equine Colic Research Symposium, 1982:26172. … \nUniversity ofGeorgia: Proceedings of the Equine Colic Research Symposium, 1982:79-87. …')","IANW HARRISON - Veterinary surgery, 1988 - Wiley Online Library"
Aspiration pneumonitis (Mendelson's syndrome) as perianaesthetic complication occurring in two horses: A case report,"… Aspiration pneumonitis should be regarded as a life-threatening, although rare, perianaesthetic 
complication in equine colic cases. Patency of the cardia and increased intra-abdominal …","(""Aspiration pneumonitis (Mendelson's syndrome) as perianaesthetic complication occurring in two horses: A case report"", '… Aspiration pneumonitis should be regarded as a life-threatening, although rare, perianaesthetic \ncomplication in equine colic cases. Patency of the cardia and increased intra-abdominal …')","P Monticelli, C Adami - Equine Veterinary Education, 2019 - Wiley Online Library"
[PDF][PDF] Study on prevalence and risk factors associated with colic in horses,"… Equine colic is a significant problem and the most common cause of death. It is a multifactorial 
and complex disorder. It ranges from a harmless temporary large intestine impaction to …","('[PDF][PDF] Study on prevalence and risk factors associated with colic in horses', '… Equine colic is a significant problem and the most common cause of death. It is a multifactorial \nand complex disorder. It ranges from a harmless temporary large intestine impaction to …')","JK Nagar, SK Sharma - Indian J. Vet. Med. Vol, 2019 - isvm.org.in"
"[PDF][PDF] Evaluation of Diagnostic, Prognostic Indicators and Surgical Outcome in 20 Cases Treated for Equine Intestinal Colic","… surgery is not popular because there is lack of infrastructure, manpower and expertise 
therefore, there is a need to conduct clinical studies to document outcome of equine colic cases …","('[PDF][PDF] Evaluation of Diagnostic, Prognostic Indicators and Surgical Outcome in 20 Cases Treated for Equine Intestinal Colic', '… surgery is not popular because there is lack of infrastructure, manpower and expertise \ntherefore, there is a need to conduct clinical studies to document outcome of equine colic cases …')","JS Khosa, A Anand, V Sangwan… - Indian Journal of … - arccarticles.s3.amazonaws.com"
"[CITATION][C] Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with special reference to prognoses in cases of equine colic","Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with 
special reference to prognoses in cases of equine colic … Studies on the clinical usefulness …","('[CITATION][C] Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with special reference to prognoses in cases of equine colic', 'Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with \nspecial reference to prognoses in cases of equine colic … Studies on the clinical usefulness\xa0…')",BW Parry - 1982 - agris.fao.org
"Colic, update and advances","Colic as the most important equine disease requires emergency intervention to save patient’s 
life. Early diagnosis, management, and, treatment of affected horses will improve …","('Colic, update and advances', 'Colic as the most important equine disease requires emergency intervention to save patient’s \nlife. Early diagnosis, management, and, treatment of affected horses will improve …')","S Ghasemi - Eltiam, 2020 - eltiamjournal.ir"
[CITATION][C] THE RATIONAL TEEATMENT OP EQUINE COLIC,"… How dangerous we do not, know because in all the work that has been done on equine 
colic there has been an insufficient series of experiments to prove to what extent, if at all, …","('[CITATION][C] THE RATIONAL TEEATMENT OP EQUINE COLIC', '… How dangerous we do not, know because in all the work that has been done on equine \ncolic there has been an insufficient series of experiments to prove to what extent, if at all, …')","JW Rainey - Australian Veterinary Journal, 1944 - Wiley Online Library"
"The bacterial community of the horse gastrointestinal tract and its relation to fermentative acidosis, laminitis, colic, and stomach ulcers","Fermentation in the hindgut of the horse is similar to that in the rumen, resulting in the production 
of short-chain volatile fatty acids (VFAs), mainly acetic, propionic, and butyric acids. The …","('The bacterial community of the horse gastrointestinal tract and its relation to fermentative acidosis, laminitis, colic, and stomach ulcers', 'Fermentation in the hindgut of the horse is similar to that in the rumen, resulting in the production \nof short-chain volatile fatty acids (VFAs), mainly acetic, propionic, and butyric acids. The …')","RAM Al Jassim, FM Andrews - Veterinary Clinics: Equine …, 2009 - vetequine.theclinics.com"
Effects of blood contamination on peritoneal D‐dimer concentration in horses with colic,"… This study was partially presented at the 9th International Equine Colic Research … 
Proceedings of the 8th International Equine Colic Research Symposium. Quebec, Canada; …","('Effects of blood contamination on peritoneal D‐dimer concentration in horses with colic', '… This study was partially presented at the 9th International Equine Colic Research … \nProceedings of the 8th International Equine Colic Research Symposium. Quebec, Canada; …')","MA Delgado, L Monreal, L Armengou… - Journal of veterinary …, 2009 - Wiley Online Library"
Morphopathology of mesenteric arteries in horse having endotoxemia-related colic,"Endotoxemia has been detected frequently in equine colic (King and Gerring, 1988). The 
toxin being released from mesenteric arteries could cause tissue ischemia, arteriospasm and …","('Morphopathology of mesenteric arteries in horse having endotoxemia-related colic', 'Endotoxemia has been detected frequently in equine colic (King and Gerring, 1988). The \ntoxin being released from mesenteric arteries could cause tissue ischemia, arteriospasm and …')","S Hidaka, H Ueda, Y Hosaka, K Takehana - Warasan Sattawaphaet, 2006 - jkv.vet.ku.ac.th"
Gross and microscopic anatomy of the equine gastrointestinal tract,"Gaining a working knowledge of the equine gastrointestinal tract and associated intra‐abdominal 
organs can be challenging, especially for inexperienced individuals. Experienced …","('Gross and microscopic anatomy of the equine gastrointestinal tract', 'Gaining a working knowledge of the equine gastrointestinal tract and associated intra‐abdominal \norgans can be challenging, especially for inexperienced individuals. Experienced …')","TM Krunkosky, C Jarrett, JN Moore - The Equine Acute Abdomen, 2017 - books.google.com"
[CITATION][C] A virtual reality simulator for training veterinary students to perform rectal palpation of equine colic cases,"A Virtual Reality Simulator for Training Veterinary Students to Perform Rectal Palpation of 
Equine Colic Cases — University of Bristol … A Virtual Reality Simulator for Training …","('[CITATION][C] A virtual reality simulator for training veterinary students to perform rectal palpation of equine colic cases', 'A Virtual Reality Simulator for Training Veterinary Students to Perform Rectal Palpation of \nEquine Colic Cases — University of Bristol … A Virtual Reality Simulator for Training\xa0…')","S Baillie, D Rendle - Simulation in Healthcare San …, 2008 - research-information.bris.ac.uk"
[CITATION][C] Management of postoperative complications in equine colic,"Management of postoperative complications in equine colic … Management of 
postoperative complications in equine colic [1983] … ""Management of postoperative …","('[CITATION][C] Management of postoperative complications in equine colic', 'Management of postoperative complications in equine colic … Management of \npostoperative complications in equine colic [1983] … ""Management of postoperative\xa0…')","NA White - Modern veterinary practice (USA), 1983 - agris.fao.org"
Evaluation of a protocol for fast localised abdominal sonography of horses (FLASH) admitted for colic,"The aim of this prospective study was to establish a protocol for fast localised abdominal 
sonography of horses (FLASH) admitted for colic. The FLASH protocol was then presented to …","('Evaluation of a protocol for fast localised abdominal sonography of horses (FLASH) admitted for colic', 'The aim of this prospective study was to establish a protocol for fast localised abdominal \nsonography of horses (FLASH) admitted for colic. The FLASH protocol was then presented to …')","V Busoni, V De Busscher, D Lopez, D Verwilghen… - The Veterinary …, 2011 - Elsevier"
Decision for surgery,"… measurement in assessing the prognosis in equine colic … Practical assessment of the circulatory 
status of equine colic … surgical intervention in cases of equine colic: A retrospective study …","('Decision for surgery', '… measurement in assessing the prognosis in equine colic … Practical assessment of the circulatory \nstatus of equine colic … surgical intervention in cases of equine colic: A retrospective study …')","NG Ducharme, JE Lowe - Veterinary Clinics of North America: Equine …, 1988 - Elsevier"
Bacterial translocation in horses with colic and the potential association with surgical site infection: a pilot study,"… Surgical site infection (SSI) is one of the most frequent morbidities that can develop 
following emergency exploratory laparotomy for the treatment of equine colic. SSIs result in …","('Bacterial translocation in horses with colic and the potential association with surgical site infection: a pilot study', '… Surgical site infection (SSI) is one of the most frequent morbidities that can develop \nfollowing emergency exploratory laparotomy for the treatment of equine colic. SSIs result in …')","M Hann, D Timofte, CM Isgren, DC Archer - Veterinary Record, 2020 - Wiley Online Library"
Colic: Horse Owner Knowledge and Experience,"… ) using search terms relating to equine colic. Publications were assessed against inclusion 
… Results: The primary search identified 5508 publications relating to equine colic; 976 related …","('Colic: Horse Owner Knowledge and Experience', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …')","A Bowden, ML Brennan, GCW England… - Equine Veterinary …, 2015 - Wiley Online Library"
[CITATION][C] Equine colic: making the decision for referral and what happens at the referral facility,,"('[CITATION][C] Equine colic: making the decision for referral and what happens at the referral facility', '')","N White - Proceedings of the American Association of Equine …, 2011"
[HTML][HTML] Equine gastrointestinal motility—ileus and pharmacological modification,"Colic is a common problem encountered in equine practice. Alteration of gastrointestinal 
motility is often the underlying cause for abdominal pain. Gastrointestinal motility can be …","('[HTML][HTML] Equine gastrointestinal motility—ileus and pharmacological modification', 'Colic is a common problem encountered in equine practice. Alteration of gastrointestinal \nmotility is often the underlying cause for abdominal pain. Gastrointestinal motility can be …')","J Koenig, N Cote - The Canadian Veterinary Journal, 2006 - ncbi.nlm.nih.gov"
Investigation of plasma cell-free DNA as a potential biomarker in horses,"… Cell-free DNA has not been investigated as a biomarker for equine colic, to our knowledge. 
We hypothesized that cfDNA could be measured accurately in neat equine plasma using a …","('Investigation of plasma cell-free DNA as a potential biomarker in horses', '… Cell-free DNA has not been investigated as a biomarker for equine colic, to our knowledge. \nWe hypothesized that cfDNA could be measured accurately in neat equine plasma using a …')","RL Bayless, BL Cooper… - Journal of Veterinary …, 2022 - journals.sagepub.com"
Systematic review of evidence for plasma and peritoneal lactate as a diagnostic test for surgical colic,"… ) using search terms relating to equine colic. Publications were assessed against inclusion 
… Results: The primary search identified 5508 publications relating to equine colic; 976 related …","('Systematic review of evidence for plasma and peritoneal lactate as a diagnostic test for surgical colic', '… ) using search terms relating to equine colic. Publications were assessed against inclusion \n… Results: The primary search identified 5508 publications relating to equine colic; 976 related …')","TE Cullen, L Curtis, GCW England… - Equine Veterinary …, 2015 - Wiley Online Library"
[Medical treatment of equine colic].[Spanish],"Genericamente hablamos de colico cuando un animal muestra un cuadro mas o menos 
doloroso, cuyo origen esta situado en la cavidad abdominal. Puede haber varios organos …","('[Medical treatment of equine colic].[Spanish]', 'Genericamente hablamos de colico cuando un animal muestra un cuadro mas o menos \ndoloroso, cuyo origen esta situado en la cavidad abdominal. Puede haber varios organos …')","P Fores - Informacion Veterinaria, 1994 - agris.fao.org"
[CITATION][C] NA (1986) Incidence of equine colic in the University of Georgia Ambulatory practice,,"('[CITATION][C] NA (1986) Incidence of equine colic in the University of Georgia Ambulatory practice', '')","JH Foreman, II White - Proceedings of the 2nd Equine Colic Research …"
Comparison of ischemic and reperfusion injury of the equine jejunal mucosa: evaluation of three treatments.,"… Intestinal ischemic injury accounts for an 80% mortality rate in cases of equine colic involving 
a strangulation obstruction. This study compared the severity of microscopic mucosal injury …","('Comparison of ischemic and reperfusion injury of the equine jejunal mucosa: evaluation of three treatments.', '… Intestinal ischemic injury accounts for an 80% mortality rate in cases of equine colic involving \na strangulation obstruction. This study compared the severity of microscopic mucosal injury …')",MM Horne - 1992 - elibrary.ru
