,AugmTitle
515,"('Colic and food allergy in the breastfed infant: is it possible for an exclusively breastfed infant to suffer from food allergy?', '… Infant colic has been described by Wessel et al’s5 rule of … as a causative agent in infant \ncolic.An extensive review of the … infant colic does not respond to maternal diet changes alone. …')"
516,"('Childhood functional gastrointestinal disorders: neonate/toddler', '… consensus to include infant colic in this report. Familiarity with infant colic is necessary to … \nto cow milk protein, 15 by definition, infant colic is not caused by organic disease. Bouts of …')"
517,"('Inconsolable infant crying and maternal postpartum depressive symptoms', '… In addition, our measure of infant colic was an average of infant distress over 1 to 4 days \nof recording, rather than using Wessel’s method of measurement over 3 weeks, so some …')"
518,"('A comparison of symptoms used by mothers and nurses to identify an infant with colic', '… There have been many studies of infant colic. However, the findings are confusing as \nresearchers use many different definitions to study the same phenomenon. Crying appears to be a …')"
519,"('Improving our understanding of the colicky infant: a prospective observational study', '… highly correlated with unexplained infant crying commonly termed infant colic. This study \nwas designed to find a set of possible ‘diagnostic criteria’ for infant colic that is more up-to-date …')"
520,"('[HTML][HTML] The role of abdominal ultrasound in the management of excessive crying in infants', '… While Wessel first described infant colic in 1954 [5], we still … ultimately determine the cause \nof infant colic in order to manage … assumed the etiology of infant colic is gastrointestinal is that …')"
521,"('Fecal Microflora and Calprotectin in Infants with Colic', '… There was an evidence suggesting that breast-feeding per se had not been shown to \nprovide a protective effect on the development of infantile colic, and the incidence of infant colic …')"
522,"('[HTML][HTML] Journal of Clinical Chiropractic Pediatrics', '… There has been considerable research in the area of probiotics for infant colic. The goal of \nthis opinion piece is to explore and interpret the research literature and help to clarify when …')"
523,"('Background and scope', '… In particular, a special term, infant colic, has been coined to reflect this explanation of distress \nin young infants (2,4–6) . Historically, this view can be traced back to what is thought to be …')"
524,"('The Journal of Pediatrics, vol. 119-120, Nov 1991-Jan 1992', '… Vol 119, November 1991 * Evaluation of the effect of a fiber-enriched formula on infant colic. \n… Fiber-enriched formula for infant colic It appears that infants with colic have abdominal pain …')"
525,"('[CITATION][C] METHIONINE MALABSORPTION-SYNDROME-A COMMON CAUSE OF INFANT COLIC', '')"
526,"('[CITATION][C] Consumption of the Human Milk Strain Bifidobacterium Breve CECT7263 Might Improve Symptoms of Infant Colic', '')"
527,"('[CITATION][C] Mapping of psychosocial factors in relation to infant colic. Summary of the project plan for health care research', '[Mapping of psychosocial factors in relation to infant colic. Summary of the project plan for \nhealth care research] - Abstract - Europe PMC … [Mapping of psychosocial factors in\xa0…')"
528,"('[CITATION][C] Infant Colic and Migraine: A Meta-Analysis', '')"
529,"('[CITATION][C] Challenging case: Beyond infant colic.', 'Challenging case: Beyond infant colic. - Abstract - Europe PMC … Challenging case: \nBeyond infant colic. … Beyond infant colic. …')"
530,"('A low allergen diet is a significant intervention in infantile colic: results of a community-based study', '… Overall, 49 of 115 mothers reported that infant colic was improved by the end of the study. \nForty-eight percent (26 of 54) of infants assigned to an active diet were rated as improved by …')"
531,"('Treatment of infantile colic with dicyclominehydrochloride', '… Grunseit F: Evaluation of the efficacy of dicyclomine hydrochloride (Mcrbentyl) syrup in \nthe treatment of infant colic. Curr Med Res Opin 5:258, 1977. I I. …')"
532,"('Infantile colic: Acoustic cry characteristics, maternal perception of cry, and temperament', 'Mothers (N = 160) participating in a longitudinal study were interviewed to determine if their \ninfants had colic. Infants with colic had to meet the criteria for excessive crying (crying for …')"
533,"('New strategies for the treatment of colic: modifying the parent/infant interaction', '… The data presented not only provide support for the parent/ infant interaction as a factor \nin colic, but also provide a viable cause and a treatment for infant colic. Although this study …')"
534,"('Clinical, developmental and social aspects of infant crying and colic', ""… the mother also completed a behaviour checklist, modelled on Lester ef aL's (1992) Infant \nColic Checklist, where she checked the particular behaviours she had considered to be …"")"
535,"('[CITATION][C] Infant colic: Is there anything new?', '')"
536,"('Treatment of Infant Colic', '… Use of sucrose may have an ameliorating effect on infant colic. There is great uncertainty \nabout the effects of the other evaluated options in the included overviews. Conclusion Our …')"
537,"('The association between intestinal microbiota and infant crying and behaviour', '… particular focus on infant colic. It first describes the challenges in defining and measuring infant \ncolic, its … The chapter discusses the aetiological theories of infant colic, from the traditional …')"
538,"('Case Study: Infant Colic', '… While massage therapy is not a cure for infant colic, this research evidence supports … of \nherbs and nutraceuticals as ways to help with infant colic symptoms. The use offennel extract and …')"
539,"('Efficacy and safety of APT198K for the treatment of infantile colic: a pilot study', '… Improvement of symptoms in infant colic following reduction of … Treating infant colic with \nthe probiotic Lactobacillus reuteri: … A trial of lactase in the management of infant colic. J. Hum. …')"
540,"('Characterizing the intestinal microbiome in infantile colic: findings based on an integrative review of the literature', 'Approximately 20% of newborns will develop symptoms of infantile colic starting around 2 \nweeks of age. While health care providers have a greater understanding of the impact that …')"
541,"('Dientamoeba fragilis, a commensal in children in Danish day care centers', '… We detected no statistical association between having a history of infant colic or a recent \nhistory of gastrointestinal symptoms reported in the questionnaire and testing positive for D. …')"
542,"('Infant crying: a clinical conundrum', '… Sequelae of infant colic: Evidence of transient infant distress and … A systematic review of \ntreatment for infant colic. … Sequelae of infant colic: Evidence of transient infant distress and …')"
543,"('Infantile colic and food hypersensitivity', 'In this article, some aspects of the phenomenon of infantile colic or fussing and crying behavior \nin early infancy are reviewed. The major points addressed are as follows: 1) evidence …')"
544,"('Persistent infant crying.', ""… Parental counselling compared with elimination of cow's milkor soy milk protein for the \ntreatment of infant colic syndrome: a randomised trial. Pediatrics 1988;81: 756-61. …"")"
545,"('[PDF][PDF] Clinical Review Infantile Colic', 'Infantile colic must be differentiated from other causes of re current irritability in infants. Several \ncauses of colic have been described, including family stress, aerophagia (air swallow ing)…')"
546,"('[PDF][PDF] Infantile Colic-A Challenge to Parenthood', 'Infantile colic is a common problem in healthy thriving infants in first few months of life. It is \nextremely frustrating for parents as it is difficult to treat and may result in abuse and …')"
547,"('[CITATION][C] Empirical Evidence of the Absence of an Association With Source of Early Infant Nutrition/TJ Clifford, MK Campbell, KN Speechley, F. Gorodzinsky', '')"
548,"('The role of small bowel bacterial overgrowth in infantile colic', 'At the start of the trial, the parent completed a baseline evaluation form. A similar form was \ncompleted at the end of the treatment week and 1 week after completion of the treatment week…')"
549,"('Changing partners: the dance of infant formula changes', 'The purpose of the study was to establish the frequency of, reasons for, and outcome of formula \nchanges in infants. In this survey, we interviewed a convenience sample of 100 parents …')"
550,"('[CITATION][C] Infant colic: Descriptive study of maternal care practices for pain relief', '')"
551,"('[CITATION][C] Infant Colic', '')"
552,"('[CITATION][C] Infant colic/Fleishe DR', '')"
553,"(""[CITATION][C] Is infant colic an allergic reaction to cow's milk: What is the evidence? J"", '')"
554,"('[CITATION][C] Curing infant colic', '')"
555,"('Shedding light on excessive crying in babies', '… Excessive and inconsolable crying behavior in otherwise healthy infants (a condition \ncalled infant colic (IC)) is very distressing to parents, may lead to maternal depression, and in …')"
556,"('Modifiable factors associated with changes in postpartum depressive symptoms', '… Situational triggers such as physical symptoms and infant colic, and low levels of social \nsupport and self-efficacy in managing situational demands are associated with postpartum …')"
557,"('[HTML][HTML] Effectiveness of osteopathic treatment on infantile colic', '… Background: Infant colic is a phenomenon that involves about 10% of infants under the age \nof three months. The aetiology is unknown, different treatment approaches have been tested, …')"
558,"('Analgesic Effect of Sugar Solution in Infantile Colic', '… The purpose of this study is to examine if sugar solution as sucrose also has an analgesic \neffect on infant colic. Methods : This prospective randomized, double-blind placebo controlled …')"
559,"('Lactobacillus reuteri (American Type Culture Collection Strain 55730) versus simethicone in the treatment of infantile colic: a prospective randomized study', '… Improvement of symptoms in infant colic following reduction of lactose load with lactase. … \nImprovement of symptoms in infant colic following reduction of lactose load with lactase. …')"
560,"('Development and testing of infant colic cradles', 'Colic is a frequently encountered problem. It is very common among infants. The colic time is \na high physical and psychological stress for the entire family. Parents and siblings often do …')"
561,"('Management of infantile colic in practice', '… Improvement of symptoms in infant colic following reduction of lactose load with lactase. J \n… the treatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81(6):756–61. 21. …')"
562,"('Lactobacillus reuteri for infants with colic: a double-blind, placebo-controlled, randomized clinical trial', '… insight into the mechanism of action of L reuteri strain DSM 17938 related to infant colic. … \nTreating infant colic with the probiotic Lactobacillus reuteri: double blind, placebo controlled …')"
563,"('Excessive infant crying: definitions determine risk groups', 'We assessed risk groups for excessive infant crying using 10 published definitions, in 3179 \nchildren aged 1–6 months (response: 96.5%). Risk groups regarding parental employment, …')"
564,"('Changes in ethnic minority membership of health authorities 1989-92.', '… Infant colic, distress and crying. Clin Pediatr (Phila) 1987;26:69-76. Central Statistical Office. \n… Effects of infant colic on the family: implications for practice. Comprehensive Pediatric …')"
565,"('[HTML][HTML] Hypoallergenic formula with Lactobacillus rhamnosus GG for babies with colic: A pilot study of recruitment, retention, and fecal biomarkers', '… Microbial characterization of infant colic … Systematic review of treatments for infant colic. \nPediatrics. 2001;108:… Evaluation of the effect of a fiber-enriched formula on infant colic. J Pediatr. …')"
566,"('[PDF][PDF] Diving into a large corpus of pediatric notes', '… This paper is about an ongoing project in which we hypothesize that infant colic has causes \n… Our ultimate goal is to conduct a largescale study to understand infant colic and potentially …')"
567,"('[CITATION][C] Infant colic', '')"
568,"('[PDF][PDF] Infant crying and its impact on parents', '… Parental counseling compared with elimination of cow’s milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics. 1988; 81: 756-761. …')"
569,"('Microbiome of the first stool after birth and infantile colic', 'Background Recent studies have shown a diverse microbiome in the first stool after birth. \nThe clinical significance of the microbiome of the first stool is not known. Infantile colic has …')"
570,"('Temporal organization of cry sounds: a comparison of cry rhythmicity in infants with and without colic', 'The temporal organization underlying durational components of naturally occurring infant \ncries was examined in 46 1-month-old infants, half of whom had been diagnosed as having …')"
571,"('[PDF][PDF] Elimination Communication: Effects on Unexplained Infant Crying Survey Responses and Summary Report', '… An extreme form of unexplained crying which can happen before a baby is three months \nold, is infant colic. No one really knows why colic happens (Kheir 2012), even though all …')"
572,"('Minerva Pediatrics 2021 Jun 07', 'BACKGROUND: Mothers’ lack of information about crying spells in infantile colic and feeling \nof insufficiency create anxiety in mothers, a decrease in satisfaction with being a mother …')"
573,"('[PDF][PDF] Inhibited the Growth of Enterobacteriaceae within Colicky Infant Microbiota Cultures', '… Infant colic is a common gastrointestinal disorder of newborns, mostly related to \nimbalances in the composition of gut microbiota and particularly to the presence of gas-producing …')"
574,"('The role of maternal anxiety and depressive disorders prior to and during pregnancy and perinatal psychopathological symptoms for early infant diseases and drug\xa0…', '… and n = 131 (47.0%) specified infant colic complaints. Medication for infant gastrointestinal \n… index and mothers indicating infant colic complaints were significantly younger and more …')"
575,"('A Specific Probiotic Decreases Crying in Infants Younger than Two Months with Colic', 'The researchers worked with community pediatricians to identify breastfed infants younger \nthan eight weeks with reported colic for at least one week, consisting of crying or irritability …')"
576,"('Fecal Calprotectin Levels in the Babies with Infantile Colic', 'Objective: Excessive crying is one of the most common complaints in the first months of life. \nAlthough various theories have been proposed to explain infantile colic, the etiology is still …')"
577,"('[CITATION][C] Diarrhoea risk study underlines the difficulties in carrying out research in day care centre settings', '… a history of infant colic and growing up with a pet in the house. While infant colic increased \n… Infant colic is still a problem when it comes to pathophysiology, and parents are now advised…')"
578,"('The patterns of anxiety and crying among normal Danish infants with and without colic', 'On the basis of a descriptive, prospective investigation, the patterns of fussing and crying in \nnormal Danish infants aged from 2-3 to 14 weeks are described. A total of 102 infants were …')"
579,"('[CITATION][C] Infants and excessive crying in Bosnia and Herzegovina', '')"
580,"(""Swaddling increases babies' risk of hip abnormalities"", '… 2 Clarke said that a systemic review had indicated that swaddled infants tended to arouse \nless and sleep longer but added that a recent review on the management of infant colic had …')"
581,"('[PDF][PDF] Conservative Care in the Treatment of Infantile Colic: A Literature Review', 'Objective: This article provides an assessment of the effect of conservative care on infant \npatients who present with colic. The presentation of colic is reviewed for the reader and several …')"
582,"('[PDF][PDF] Gut Motility Alterations in Neonates and Young Infants: Relation to Colic?', '… aimed at increasing acid suppression in newborns and infants (6) may indeed reflect the \nbelief that excessive esophageal exposure to acid is the culprit in many instances of infant colic. …')"
583,"('[CITATION][C] VOLUME 18 NUMBER 3', '… 115 Treating Infant Colic …')"
584,"(""[PDF][PDF] Persistent infant crying: A survey with sixty-eight families lead to the construction of an eclectic treatment manual to manage'infant colic'"", '… ‘Infant colic’ is referred to when a baby is crying excessive in the eyes of the beholder. Colic \n… were combined in an attempt to draft an evidence-based eclectic approach of infant colic. …')"
585,"('Genestra–HMF Baby Drops', '… Infant colic, or excessive crying syndrome is a behavioural syndrome in 1- to 5-month-old \ninfants characterized by long periods of crying and hard-to-soothe behaviour. …')"
586,"('Newborn Predictors of Infant Irritability', '… Few conditions are as controversial and unsatisfactorily explained as infant colic or ""idiopathic \ninfant irritability"" as Maureen Keefe and her colleagues label it. It affects one in four …')"
587,"('Simethicone retinopathy in an immature infant', 'The authors describe retinal findings in an immature infant consuming simethicone, a common \nover-the-counter drug used in the treatment of colic. The lesions are most consistent with …')"
588,"(""Nurses' advice to parents with a crying infant"", '… “Regardless of the numerous recommendations provided in the literature, no treatment \nmethod has been shown empkically to be consistently successful in managing infant colic (…')"
589,"('Review of infant feeding: key features of breast milk and infant formula', '… The treatment group showed a lower number of pediatric consultations related to infant colic \nthan the control group (p < 0.0001). It also reduced the use of pain relieving agents and of …')"
590,"('Efficacy of Bifidobacterium breve CECT7263 for infantile colic treatment: an open-label, parallel, randomised, controlled trial', '… as one of the main causes of infant colic, since it may affect gut … Different approaches for \ninfant colic management have been … in the pathogenesis of infant colic, probiotic bacteria have …')"
591,"('[HTML][HTML] Colic (Nursing)', ""Infantile colic is one of the more distressing challenges for new parents and is a reason for \n10% to 20% of pediatrician visits during the early weeks of an infant's life. Colic is estimated at …"")"
592,"('Infantile colic and parental experiences', '… Although the period of infant colic is known to be relatively short, usually ending when the \ninfant is between 3 and 4 months old (eg Taylor, 1957), there is a growing concern about the …')"
593,"('The effect of probiotic in treatment of infantile colic: a randomized clinical trial', '… Some specific strains are promising for infant colic (L. reuteri DSM 17938) and irritable bowel \n… Probiotics for the treatment of infant colic: a clinical case. Nutricion hospitalaria 2014;31:78-…')"
594,"('Maternal attachment and mental health status in mothers who have babies with infantile colic', 'Purpose The aim of this study was to determine maternal attachment and mental health status \nin mothers of babies with infantile colic. Design Cross-sectional online survey. Setting The …')"
595,"('[PDF][PDF] Crying behaviour and its impact on psychosocial child development', '… occurs in an otherwise healthy infant is labelled “infant colic.”Colic can be found in approximately \n… There is a growing consensus among researchers that infant colic is a developmental …')"
596,"('Effectiveness of chiropractic treatment for infantile colic', ""Discussion Walker (2001) provides two possible explanations for the improvement in the \ntreatment group in Olafsdottir et al's (2001) study and the other trials. The first is that the colic …"")"
597,"('Pediatric functional gastrointestinal disorders', '… with a less clear taxonomy: infant colic and cyclic vomiting are conditions perceveid by some \nexperts as functional and gastrointestinal in origin. Others consider infant colic (defined as …')"
598,"('[HTML][HTML] The effect of chiropractic treatment on infantile colic: study protocol for a single-blind randomized controlled trial', 'Infantile colic is a common condition during early childhood affecting around one of six \nnewborns. The condition is characterized by inconsolable crying and fussing in otherwise healthy …')"
599,"('[HTML][HTML] Spinal manipulation: an update of a systematic review of systematic reviews', '… For headaches two reached positive conclusions 9;19 whereas three reached negative \nconclusions6;18;29 For infant colic both reviews arrived at negative conclusions.17;26 There is …')"
600,"('Gut flora plays significant role in colic', 'Carolina de Weerth, PhD, of Radboud University in Nijmegen, and colleagues from Wageningen \nUniversity, both in the Netherlands, analyzed the development of intestinal microbiota …')"
601,"('Pain‐relieving agents for infantile colic', '… We included any pain‐relieving agent used for the treatment of infant colic, that is, \npharmacological interventions (dicyclomine, cimetropium bromide, simethicone) and complementary …')"
602,"('[PDF][PDF] Infantile Colic: Etiology and Treatment. A Literature Review', 'Background: Infantile colic is a common disorder of infants that naturally resolves around four \nmonths ofage. Until this self-resolution occurs however the unrelenting crying of the young …')"
603,"(""[CITATION][C] Examination of the Effect of Dr. Brown's Natural Flow Baby Bottles on Infant Colic"", '')"
604,"('Diagnosis of acute abdominal pain in infants', '… Infant colic and peptic esophagitis are common causes of recurrent pain. …')"
605,"('Use of probiotics in infants with intestinal colic.', 'The probiotic concept appeared in the beginning of the XX century with the early researches \nof the great Russian scientist and the Nobel Prize Laureate Ilya Mechnikov, who described …')"
606,"('Reducing the dietary intake of short chain carbohydrates (FODMAPs) to improve infantile colic: a pilot study', '… Characteristically these symptoms are similar in infant colic. Breast-feeding mothers with \ncolicky infants contacted our department after successfully trialling our low FODMAP diet. …')"
607,"('Probiotics for colic? A PURL update', 'In ""Colicky baby? Here\'s a surprising remedy"" (J Fam Pract. 2011;60:34-36), we \nsummarized a 2010 doubleblind randomized controlled trial (RC T) that found the probiotic …')"
608,"('High-Resolution Anorectal Manometry—A Prospective Cohort Study in Healthy Infants', '… ARW ¼ anal rhythmic waves; CI ¼ confidence interval; FC ¼ functional constipation; HRAM \n¼ high-resolution anorectal manometry; IC ¼ infant colic; ID ¼ infant dyschezia; RAIR ¼ …')"
609,"('Lactobacillus reuteri DSM 17938 appears to be effective in reducing crying time for colic', '… New treatments for infant colic. Curr Opin Pediatr 2010;22:791–7. … Several registered \nclinical trials focusing on either L reuteri ATCC 77530 or L reuteri DSM 17938 for infant colic are …')"
610,"('[CITATION][C] Mo1179 Ethanol Lock Therapy in Central Venous Catheters of Children With Intestinal Failure Is Associated With Lower Rates of Infection but Higher\xa0…', '')"
611,"('[CITATION][C] 57. INFANT COLIC', '')"
612,"('[CITATION][C] Infant intestinal colic: a modern look at the problem. Infant colic: causes, symptoms, treatment', '')"
613,"('BET 3: In suspected corneal foreign body should local anaesthetic be applied before or after eye examination?', '… reuteri in the treatment of infant colic: a pilot study ACTA … Treating infant colic with the \nprobiotic Lactobacillus reuteri: … Lactobacillus reuteri DSM 17938 for managing infant colic: …')"
614,"('[PDF][PDF] A synbiotic partial whey hydrolysate with reduced lactose decreases infantile colic and improves qualitity of life scoring: a randomized open pilot study', '… Clinical Research purposes, to diagnose infant colic the child must … Gastrointestinal microbiota \nand infant colic … Infant colic is still a mysterious disorder of the microbiota-gut-brain axis…')"
615,"('Update on pediatrics 2010–2011', '… It describes recommendations of diagnosis and treatment of Helicobacter pylori infection \nand infant colic. The new algorithms concerning celiac disease are also discussed. The paper …')"
616,"('Lactobacillus Reuteri DSM 17938 and Bifidobacterium Longum ATCC BAA-999 Normalize Sleep Patterns in Prenatal Stress Rats', '… Background and aims: Maternal stress and anxiety during pregnancy and postpartum are \nrisk factors for infant colic and sleep disturbances. L. reuteri DSM17938 (Lr) reduced crying …')"
617,"('Scheduled Feedings... Is This"" God\'s Order""?', ""… Variables known to be related to infant colic such as ingestion of cow's milk by mother or \nbaby (Jakobsson & Lindberg, 1978, 1983; Lothe, et al., 1982), maternal smoking (Matheson, …"")"
618,"('[HTML][HTML] Infantile colic in exclusive breast feed babies: A clinical dilemma', 'Many newborns and infants on exclusive breastfeeding who appear to be healthy report to \nthe emergency room with a sudden start of intense intermittent crying lasting 2-3 days with no …')"
619,"('[HTML][HTML] Is a Crying Baby an Emergency or Just Normal Infant Behavior?', 'Medical professionals and laypeople understand that infants cry as a primary means of \ncommunication. However, the first challenge when assessing a crying infant is determining what …')"
620,"('Reducing the maternal dietary intake of indigestible and slowly absorbed short‐chain carbohydrates is associated with improved infantile colic: a proof‐of‐concept\xa0…', '… Maternal low FODMAP diet may be associated with a reduction in infant colic symptoms. \nA randomized controlled study is warranted to determine if a maternal low FODMAP diet is …')"
621,"('Childhood migraine is associated with a history of infantile colic', '… It is possible that infant colic is an early life manifestation of those genes that later in life \nare … If infant colic is a migraine-related disorder, there are major treatment implications. …')"
622,"('Probiotics for the treatment of infantile colic: a systematic review', '… Other terms used to describe infant colic have included “paroxysmal fussing,” “irritable or \ncompulsive crying,” “uncontrollable crying,” or “inconsolable crying.” It was first defined by …')"
623,"('Efficacy of manual therapy in infant colic: a pragmatic single-blind randomised controlled trial', 'Aims Excessive crying in otherwise healthy infants, often termed infant colic, continues to be \nan enigmatic condition to treat. Manual therapy is an option, yet the evidence remains …')"
624,"('Infants with colic: their childhood characteristics', '… mothers as well as mothers who responded to the advertisements were informed that the \nfocus of the study was investigation of characteristics of children with and without infant colic. …')"
625,"('The excessively crying infant: etiology and treatment', '… In 2006, a panel of experts in the field of pediatric gastroenterology defined infant colic as \nincluding all of the following in infants from birth to 4 months of age: 1) paroxysms of irritability, …')"
626,"(""Predictive value of the cow's milk skin prick test in infantile colic"", 'BACKGROUND AND OBJECTIVES : Infantile colic is a common problem among young \ninfants. Cow’s milk allergy has been suggested as one of the causes. We aimed to investigate …')"
627,"('Research progress of infant colic', '… Abstract: Recently infant colic is the research hotspot of pediatric healthcare. … infant colic. \nThis article gives an overview of the diagnostic, pathophysiology, managements of infant colic, …')"
628,"('Colic and the effect of changing formulas: a double-blind, multiple-crossover study', ""… Parental counseling compared with elimination of cow's milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics 1988;81:756-61. 6. …"")"
629,"('A preliminary assessment of the impact of cranial osteopathy for the relief of infantile colic', '… characteristics of infants in the treated group were similar to those in the control group \nwith respect to those factors considered likely to affect the severity or outcome of infant colic (Table …')"
630,"('Beyond Infant Colic', 'Some of the most interesting cases in pediatric practice evolve through time. What may \nbegin as a clear, well defined problem with a predictable natural history and an accepted …')"
631,"('[CITATION][C] INFANT COLIC: WHAT IT IS AND WHAT YOU CAN DO ABOUT IT. By', '')"
632,"('[HTML][HTML] Infant intestinal colic. Treatment of infant colic', '… In early age children, the diagnosis of functional abdominal pain is not placed, and the state \nwith similar symptoms is called infant colic (from the Greek ""colikos"", which means ""the pain …')"
633,"('[HTML][HTML] Prognostic significance of subgroup classification for infant patients with crying disorders: a prospective cohort study', '… Infants were included if they could be categorised using clinical signs and symptoms into \none of the three classification groups; infant colic, irritable Infant syndrome of musculoskeletal …')"
634,"('[PDF][PDF] Infant colic: the therapeutic puzzle', '… known about infant colic so that does not require treatment. … of tension is sufficient to \ncause infant colic. In addition, mothers who smoke have higher incidences of infant colic in their …')"
635,"('The short-term effect of spinal manipulation in the treatment of infantile colic: a randomized controlled clinical trial with a blinded observer', '… Mylicon drops in the treatment of infant colic … A behavioral analysis of the effectiveness \nof SleepTight for the management of infant colic … Present concepts of infant colic …')"
636,"('[HTML][HTML] Defining and distinguishing infant behavioral states using acoustic cry analysis: is colic painful?', 'Background To characterize acoustic features of an infant’s cry and use machine learning to \nprovide an objective measurement of behavioral state in a cry-translator. To apply the cry-…')"
637,"('Infant Colic: What It Is And What You Can Do About It', 'Infant Colic: What It Is And What You Can Do About It : MCN: The American Journal of \nMaternal/Child Nursing … Infant Colic: What It Is And What You Can Do About It …')"
638,"('Carrying as colic"" therapy"": a randomized controlled trial', 'In healthy infants, crying behavior is reduced significantly by ""supplemental"" carrying; that is, \nincreased carrying throughout the day in addition to that which occurs during feeding and in …')"
639,"('The chiropractic care of infants with colic: a systematic review of the literature', '… We found an online advertisement for Dentinox Infant Colic (product containing seminthicone) \nat a cost of £2.59 to £2.79. These prices are considerably much less than the £100 to £…')"
640,"('[HTML][HTML] Resolving Colic', 'Colic is hard to explain to parents who haven’t had the pleasure. The most widely accepted \ndefinition is the “Rule of Three (1):” crying at least 3 hours per day on at least 3 days of at …')"
641,"('[HTML][HTML] The frequency and associated risk factors of infantile colic in Babol, northern Iran (2016-18)', 'Methods: This descriptive-analytical study was done on 591 breastfeeding babies (321 \nfemales, 270 males) born with birth weight 2500-4000 grams and gestational age≥ 37 weeks …')"
642,"('Efficiency of Dimethicone and Symbiotic Approaches in Infantile Colic Management', 'Background: Infantile colic (IC) (a frequent reason for infantile referral to pediatricians) is a \ncommon indiscoverable problem posing concerns for parents. Varieties of theories for the …')"
643,"('Treating Colic Naturally', 'Colic is often defined by the"" rule of three"": crying for more than three hours per day, for more \nthan three days per week, and for longer than three weeks in an infant who is well-fed and …')"
644,"('Familiarity of pediatricians with different commercially available neonatal and infant formulas', '… content (calories) per ounce (20, 22, 25, 30); whether the formula is used to treat cow’s milk \nprotein allergy (hypoallergenicity); whether or not the product is indicated for infant colic; and …')"
645,"('[HTML][HTML] Assessment of maternal knowledge about infantile colic in Saudi Arabia', 'Methods In this cross-sectional study, a questionnaire was distributed among mothers in six \nprimary healthcare centers (PHCC) in Riyadh, Saudi Arabia, during their visit for …')"
646,"('Did the Diet During Pregnancy of Mothers of Infants With Colic Differ From That of Control Infants?', '… It is evident that the etiology of infant colic is multifactorial. It has been suggested that \ncolic risk factors develop during pregnancy or after birth. Factors such as birth weight, type of …')"
647,"('How Do Mothers Take Care of Their Infants with Colic Pain? A Mixed-Method Study', '… New treatments for infant colic. Current opinion in pediatrics. 2010;22(6):791-7. … The effect \nof infant colic on maternal self-perceptions and mother-infant attachment. Child: care, health, …')"
648,"('Chiropractic management of infantile colic', 'Objective: To present two case studies in which the complete resolution of infantile colic and \nassociated symptoms was achieved with chiropractic treatment. This case series supports …')"
649,"('Clinical characteristics of infantile colic', '… Evaluation of the effect of a fiber-enriched formula on infant colic. J Pediatr 1991;119:695-… \nTreating infant colic with the probiotic Lactobacillus reuteri: double blind, placebo controlled …')"
650,"(""[CITATION][C] Mothers' Migraine Predicts Infant Colic"", '')"
651,"(""[CITATION][C] Parents' perceptions of the phenomenon of infant colic"", '')"
652,"('[CITATION][C] Infant colic and breastfeeding duration', '')"
653,"('[CITATION][C] Infant colic, gastroesophageal reflux and constipation in hypersensitivity to cow proteins. Where are the limits?', '')"
654,"('[CITATION][C] A validity and reliability study investigating the Turkish version of the Infant Colic Scale-Commentary', '')"
655,"('[CITATION][C] FIBER-ENRICHED FORMULA FOR INFANT COLIC', '')"
656,"('[CITATION][C] Infant colic.', 'Infant colic. - Abstract - Europe PMC … Infant colic. … The gripe: an integrative approach to \ninfant colic. …')"
657,"('[CITATION][C] Impeding factors regarding appropriate feeding of infants and young children in Burkina Faso: infant colic is a forgotten problem to manage', '')"
658,"('[CITATION][C] Infant colic', '')"
659,"('[CITATION][C] Beyond infant colic-Commentary', '')"
660,"('UNSETTLED INFANTS; IS IT COLIC, GERD OR FOOD ALLERGY?', '… In clinical setting, we are engaging to decide whether it is infant colic which needs only \nassurance to parents or it is irritability arising from acid induced or allergic esophagitis which …')"
661,"('Gastrointestinal symptoms in children: primary care and specialist interface', '… Infant colic can be considered another frequent gastrointestinal diagnosis that creates anxiety \nin the family. Acute diarrhoea is the most prevalent diarrhoeal disorder in childhood, with …')"
662,"('[HTML][HTML] Chiropractic: is it efficient in treatment of diseases? Review of systematic reviews', '… chiropractic effectiveness in treatment of infant colic, three randomized control clinical trials \n… chiropractic effectiveness in the treatment of infant colic is insufficient at this point in time, …')"
663,"('Probiotics and Synbiotics for Management of Infantile Colic', '… The effects of synbiotics on infant colic is a new area of research. The therapeutic effects \ndepend on the type, number, dosage and duration of intervention, study population, and …')"
664,"('[HTML][HTML] Health Information Colic', ""… Parental counseling compared with elimination of cow's milk or soy milk protein for the \ntreatment of infant colic syndrome: a randomized trial. Pediatrics.1988;81:756–761. …"")"
665,"('[HTML][HTML] Assessment of the severity of infant crying and its impact on parents: Development and validation of the ColiQ Questionnaire in France', '… comprehensively assesses symptoms and severity of crying, symptoms suggesting infant \nfunctional gastrointestinal discomfort, and its impact on parents’ quality of life: the Infant Colic …')"
666,"('A randomized double‐blind placebo‐controlled trial of a standardized extract of Matricariae recutita, Foeniculum vulgare and Melissa officinalis (ColiMil®) in the\xa0…', '… Many studies have recently shown a role of transient developmental dysmaturity in terms \nof increased gut sensitivity in the aetiopathogenesis of infant colic together with organic …')"
